feature_id,MM_1,MM_2,MM_3,MM_4,LA1330_1,LA1330_2,LA1330_3,LA1330_4,PI127826_1,PI127826_2,PI127826_3,PI127826_4,LYC4_1,LYC4_2,LYC4_3,LYC4_4,LA0716_1,LA0716_2,LA0716_3,LA0716_4,LA1028_1,LA1028_2,LA1028_3,LA1028_4,LA1777_1,LA1777_2,LA1777_3,LA1777_4,LA1840_1,LA1840_2,LA1840_3,LA1840_4
rt-4.04_mz-163.04007,4328,5010,2530,4318,7774,3404,5212,2786,43296,48366,41588,39288,3866,6216,1658,2584,686,1804,2002,386,3046,4948,1854,2534,20708,22690,15564,17182,1736,1542,1306,1028
rt-4.04_mz-325.09305,3618,4328,3012,5230,6514,4038,5114,2690,48622,49100,45630,46790,3868,5508,2520,3204,938,2264,2416,820,2682,4736,2308,3022,21380,26728,18428,20092,1698,1450,740,850
rt-4.04_mz-344.13415,3984,4700,2222,3520,5042,2808,4502,2220,22956,24068,21942,22126,2904,3568,1982,1946,942,2360,1838,818,2906,4358,2278,3562,12074,11978,12100,12366,1976,1170,810,1268
rt-4.11_mz-416.08338,0,0,0,0,0,0,0,0,1846,2308,1436,1768,0,0,0,0,0,0,0,0,0,0,0,0,264,258,300,264,0,0,0,0
rt-4.12_mz-251.10412,0,0,0,0,0,0,0,0,2614,2914,2824,2462,0,0,0,0,0,0,0,0,0,0,0,0,498,956,538,668,0,0,0,0
rt-4.17_mz-137.02315,1002,1462,1082,1062,878,958,1092,672,1256,956,764,756,698,794,314,476,348,174,356,166,216,628,200,728,2250,2848,2108,3204,394,288,66,242
rt-4.17_mz-285.06154,22510,21030,15668,18156,20052,11952,16348,8324,20316,15780,15348,13744,6808,8128,5748,5090,1866,3168,2964,1566,2530,8916,1918,7926,48888,48702,39916,48514,3348,3958,1228,2550
rt-4.18_mz-425.16678,1046,1166,506,760,2836,1520,2840,1318,690,196,338,168,740,1154,1022,326,1216,980,744,592,302,1086,298,574,596,858,470,598,632,282,346,294
rt-4.19_mz-312.18076,0,0,0,0,0,0,0,0,862,710,684,530,0,0,0,0,0,0,0,0,0,0,0,0,2108,1520,1606,1246,0,0,0,0
rt-4.21_mz-159.06628,718,1118,644,720,1528,1634,1450,940,1070,1082,870,770,1136,832,452,260,980,1034,1078,418,394,942,436,870,642,798,472,964,390,202,412,376
rt-4.25_mz-385.11403,930,1472,638,1156,1636,1066,1468,518,9438,8904,8366,7990,696,602,406,502,646,876,880,298,1212,692,508,502,2836,2590,1576,1926,1154,752,376,300
rt-4.26_mz-565.04785,35544,23088,36400,25524,20828,14368,22686,15078,2296,2522,3354,3196,8908,6476,11756,9374,6888,6732,8966,8886,3498,2804,4878,3106,2250,7102,2306,8948,3688,4506,4574,3932
rt-4.27_mz-289.16588,1692,1972,1418,1238,1778,1082,1126,458,604,756,832,842,442,730,256,398,940,668,486,542,334,480,216,366,1428,1282,1172,1048,292,124,288,114
rt-4.27_mz-535.03724,3764,3020,2046,2398,4616,3482,4314,2410,604,734,704,642,1242,1106,834,818,1316,1262,1282,1192,1072,740,794,534,632,1702,1018,1352,922,1200,692,764
rt-4.28_mz-239.13985,0,0,0,0,0,0,0,0,1230,2210,1028,1180,0,0,0,0,0,0,0,0,0,0,0,0,1074,1664,984,1134,0,0,0,0
rt-4.29_mz-447.15098,10072,11194,5486,7904,27918,10822,23194,6364,2150,1034,1790,1186,3016,2604,2894,2254,1814,4392,4258,1098,2970,5882,2036,4092,454,416,364,436,3494,2918,2520,2036
rt-4.2_mz-97.06601,494,506,376,636,1248,1318,1264,862,340,170,408,258,1084,884,472,110,620,778,974,368,584,540,264,614,346,678,370,730,390,162,176,136
rt-4.32_mz-401.14531,5026,7202,3302,5490,15804,6498,15712,4138,1130,1940,1530,1570,1816,1220,1450,1154,982,2734,2712,768,1660,4114,1356,1858,5336,4664,3954,3200,2034,1854,1156,1372
rt-4.33_mz-341.08771,1454,882,1080,1030,2926,1776,2004,924,3142,4824,2954,4006,14800,6762,12346,5354,1450,3354,3404,998,1484,794,1100,830,2152,2488,1970,1854,2170,1288,798,436
rt-4.33_mz-695.18299,0,0,0,0,0,0,0,0,4306,7540,6858,6808,8166,6064,7136,4162,0,0,0,0,0,0,0,0,1938,1904,1236,1424,0,0,0,0
rt-4.34_mz-163.40023,0,0,0,0,0,0,0,0,6242,4542,4778,3516,420,822,316,436,0,0,0,0,0,0,0,0,816,696,830,694,0,0,0,0
rt-4.34_mz-181.04954,694,474,412,264,956,518,984,466,3382,3684,3300,4518,6612,4176,5426,2808,776,1278,1146,462,724,496,528,442,2294,1620,1918,1686,748,664,462,460
rt-4.34_mz-391.01278,0,0,0,0,0,0,0,0,1068,1390,874,920,1098,1600,1370,1194,0,0,0,0,0,0,0,0,1296,1352,1208,1126,0,0,0,0
rt-4.34_mz-515.11831,0,0,0,0,0,0,0,0,1260,1230,990,1034,162,340,126,136,0,0,0,0,0,0,0,0,470,390,214,148,0,0,0,0
rt-4.34_mz-89.03863,0,0,0,0,0,0,0,0,3968,3438,3616,2266,408,500,210,276,0,0,0,0,0,0,0,0,1548,1000,874,860,0,0,0,0
rt-4.35_mz-191.05616,1778,1428,2064,1356,542,538,538,562,138220,133704,134062,141970,57826,96290,49544,75594,1064,702,782,548,1624,582,1418,430,112054,99916,101834,94208,1164,536,774,816
rt-4.35_mz-353.08781,3012,2146,2146,1474,798,844,552,582,258382,243942,252180,254314,83408,149182,68126,113898,1494,1058,1050,1392,2014,608,1602,380,200330,162566,172886,163572,1720,876,1018,712
rt-4.35_mz-543.63752,0,0,0,0,0,0,0,0,944,1146,1258,1416,746,926,754,838,0,0,0,0,0,0,0,0,1072,1356,1490,1250,0,0,0,0
rt-4.35_mz-59.99901,0,0,0,0,0,0,0,0,2396,3430,2964,1674,584,1086,362,752,0,0,0,0,0,0,0,0,1136,766,1082,492,0,0,0,0
rt-4.35_mz-729.16455,0,0,0,0,0,0,0,0,3098,3496,3902,3452,4694,5380,5774,6260,0,0,0,0,0,0,0,0,4234,4488,4762,5566,0,0,0,0
rt-4.37_mz-606.07426,2396,2232,2192,2350,2826,1854,3400,1660,536,450,570,572,1128,848,1310,840,1016,862,1020,1524,736,474,652,684,650,1208,776,1892,970,668,714,576
rt-4.41_mz-549.053,1060,1288,1194,1050,1396,818,1510,756,288,378,538,488,602,840,508,660,552,552,552,450,328,250,338,248,288,1188,582,1370,260,246,272,260
rt-4.44_mz-665.19288,0,0,0,0,0,0,0,0,1554,1514,1570,1256,0,0,0,0,0,0,0,0,0,0,0,0,912,2242,1284,1116,0,0,0,0
rt-4.45_mz-491.09951,0,0,0,0,0,0,0,0,1182,1094,1172,1294,0,0,0,0,0,0,0,0,0,0,0,0,282,526,524,480,0,0,0,0
rt-4.49_mz-387.16601,584,410,340,226,7108,5234,4584,2096,1064,570,866,876,3594,10640,2328,6662,3520,2224,1914,2628,1184,4968,608,2954,8880,4694,6598,4470,1202,746,538,734
rt-4.49_mz-539.15925,0,0,0,0,0,0,0,0,1586,1256,1492,660,0,0,0,0,0,0,0,0,0,0,0,0,1132,1126,902,1274,0,0,0,0
rt-4.4_mz-169.04953,420,876,184,762,184,214,52,126,4704,3266,2608,3560,2070,2628,1706,1546,588,656,1250,630,288,626,220,476,1546,2000,1514,1790,332,372,110,250
rt-4.54_mz-285.06156,356,864,116,458,3756,2166,3748,1102,1602,976,778,764,826,1076,422,518,342,526,582,254,494,898,410,728,3356,3654,2700,3944,350,520,318,512
rt-4.55_mz-195.13802,0,0,0,0,0,0,0,0,2020,1224,1890,1828,0,0,0,0,0,0,0,0,0,0,0,0,478,224,430,448,0,0,0,0
rt-4.57_mz-385.11379,1256,1732,546,780,2390,1782,1672,754,4186,4916,4194,3488,608,1562,418,758,4298,2012,1986,3404,1096,1758,910,968,9468,8036,6504,6100,744,874,628,448
rt-4.58_mz-207.06527,646,1234,530,952,2054,1150,1752,662,3802,5518,3484,4132,372,754,596,754,988,610,788,702,786,1628,906,1008,7528,6338,6318,5828,932,620,478,336
rt-4.58_mz-223.06155,298,678,166,230,624,650,524,302,1550,1718,1314,1172,174,538,266,258,562,574,382,288,356,610,362,424,2986,2420,2234,1714,176,276,296,164
rt-4.61_mz-431.19227,4366,8530,3448,6122,10538,6136,8048,3918,82176,68166,75484,57968,7146,41484,6072,29584,12276,14290,14314,7166,6022,14960,4040,7950,154258,139010,128432,105970,3030,3406,1372,2522
rt-4.62_mz-207.13795,3406,4576,1502,3112,7262,3584,6052,2148,67502,58504,65032,42892,4720,29548,3426,15274,6108,7500,8220,4884,2952,7198,2118,3760,91052,87136,79172,61712,1598,1974,712,1402
rt-4.62_mz-739.28148,0,0,0,0,0,0,0,0,6732,5382,6072,4294,516,3064,158,1254,0,0,0,0,0,0,0,0,7936,6426,6318,4746,0,0,0,0
rt-4.63_mz-453.01317,0,0,0,0,0,0,0,0,2770,3190,2720,2898,1768,2950,1196,2292,0,0,0,0,0,0,0,0,2958,2496,2796,3070,0,0,0,0
rt-4.63_mz-729.16446,0,0,0,0,0,0,0,0,4596,3444,4350,4222,1460,2924,1298,2492,0,0,0,0,0,0,0,0,1786,1020,2984,1780,0,0,0,0
rt-4.64_mz-175.06012,0,0,0,0,0,0,0,0,1594,1438,1748,1370,328,692,334,472,0,0,0,0,0,0,0,0,670,624,824,698,0,0,0,0
rt-4.64_mz-179.03387,0,0,0,0,0,0,0,0,6588,5994,6110,5130,1534,2582,794,2240,0,0,0,0,0,0,0,0,2890,2414,3080,3024,0,0,0,0
rt-4.64_mz-193.07065,0,0,0,0,0,0,0,0,7812,6968,6880,6236,1820,2876,924,2236,0,0,0,0,0,0,0,0,2620,2124,2576,2392,0,0,0,0
rt-4.64_mz-197.02861,0,0,0,0,0,0,0,0,1286,1654,1792,1696,1498,966,664,1564,0,0,0,0,0,0,0,0,838,370,724,528,0,0,0,0
rt-4.64_mz-353.08791,1086,1058,1128,772,758,686,584,470,239970,204220,211716,175660,42014,77968,27666,66810,780,368,232,918,1132,246,636,208,115792,88516,109740,90970,604,634,476,338
rt-4.64_mz-370.11339,0,0,0,0,0,0,0,0,4024,3410,3934,3334,688,1306,436,520,0,0,0,0,0,0,0,0,2268,1036,1982,1654,0,0,0,0
rt-4.64_mz-373.00229,0,0,0,0,0,0,0,0,894,1018,1336,844,612,684,408,964,0,0,0,0,0,0,0,0,1220,880,1170,1118,0,0,0,0
rt-4.64_mz-427.18201,1800,1256,868,996,1838,884,1450,732,1438,1162,1272,622,1640,3186,888,2130,4040,3050,2514,2566,898,1344,578,636,1350,794,356,724,542,744,268,410
rt-4.66_mz-365.18167,238,400,158,246,2206,1478,2316,466,1034,1362,952,664,400,440,212,306,550,594,348,442,662,1730,268,774,1962,1816,1196,1104,454,518,364,196
rt-4.76_mz-195.1382,0,0,0,0,0,0,0,0,1524,716,1508,1000,0,0,0,0,0,0,0,0,0,0,0,0,460,374,112,186,0,0,0,0
rt-4.76_mz-391.19767,194,62,158,278,1086,1326,1304,206,4520,4932,5080,4090,1018,3324,790,1140,116,654,576,146,1888,1294,970,592,622,920,412,550,1246,1090,608,566
rt-4.79_mz-251.10424,0,0,0,0,0,0,0,0,4146,3268,3220,2190,0,0,0,0,0,0,0,0,0,0,0,0,5162,4564,3236,2386,0,0,0,0
rt-4.82_mz-595.22441,0,0,0,0,0,0,0,0,372,546,416,540,0,0,0,0,0,0,0,0,0,0,0,0,1134,1944,1798,1058,0,0,0,0
rt-4.83_mz-385.07775,226,348,198,304,0,0,0,0,0,0,0,0,0,0,0,0,330,386,528,240,0,0,0,0,1506,2370,1386,1760,0,0,0,0
rt-4.88_mz-833.2352,0,0,0,0,0,0,0,0,5800,5388,4674,4130,1016,2572,720,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rt-4.8_mz-527.1662,2778,1382,1244,954,2816,1258,1564,680,24226,26076,17272,12618,40284,38354,22014,21522,1736,5272,3342,940,1952,880,1190,708,14048,9008,7904,5696,3212,1118,1630,568
rt-4.92_mz-261.0074,576,732,258,928,316,364,404,264,8334,6394,5824,5204,414,1936,660,1008,1090,744,626,722,234,566,90,384,7462,6316,5456,5506,200,134,80,108
rt-4.93_mz-190.05001,404,3970,328,2828,1598,1218,1156,804,1838,1982,2062,1390,352,604,206,554,488,940,1050,538,914,798,762,782,1524,1540,1218,1484,378,320,236,418
rt-4.93_mz-225.1133,7486,3084,5288,2516,3418,2958,2640,2478,590,276,448,568,5094,6146,3382,3188,1834,1216,1612,1162,444,3004,506,2212,1006,678,940,644,328,376,374,414
rt-4.97_mz-301.05656,1026,1646,868,1114,15968,5692,13746,3792,25618,18984,22386,15362,2372,4310,1682,1864,1228,424,630,662,1268,988,768,660,48532,51178,36168,38646,1116,1570,638,904
rt-4.99_mz-415.16132,378,688,444,406,132,760,1292,288,1230,1032,1040,748,236,1168,884,796,568,492,712,130,776,546,506,104,2438,1318,1924,1242,518,384,276,60
rt-5.08_mz-411.14255,0,0,0,0,0,0,0,0,2676,1332,2434,1264,0,0,0,0,0,0,0,0,0,0,0,0,388,446,418,152,0,0,0,0
rt-5.11_mz-323.05511,0,0,0,0,0,0,0,0,8338,7880,8416,7260,332,1476,316,1374,0,0,0,0,0,0,0,0,1208,1896,990,1858,0,0,0,0
rt-5.14_mz-474.12554,0,0,0,0,0,0,0,0,1106,1202,916,1018,0,0,0,0,0,0,0,0,0,0,0,0,824,670,690,638,0,0,0,0
rt-5.14_mz-509.22392,5584,7524,3268,5836,1940,786,2050,762,38332,38936,33924,35194,6592,14674,4068,9276,2270,3502,2268,1604,2100,3568,1360,2478,770,528,608,202,2762,940,1412,698
rt-5.17_mz-391.19733,4702,6272,3550,6188,4434,2344,3044,1290,7722,7790,6162,6774,522,460,438,318,444,1556,1854,328,4080,8560,2224,4740,876,766,600,430,3128,1640,1566,1472
rt-5.18_mz-162.03117,0,0,0,0,0,0,0,0,2994,3888,2190,3872,0,0,0,0,0,0,0,0,0,0,0,0,312,694,532,912,0,0,0,0
rt-5.18_mz-208.02421,0,0,0,0,0,0,0,0,3654,5430,2756,4318,0,0,0,0,0,0,0,0,0,0,0,0,538,726,500,644,0,0,0,0
rt-5.18_mz-422.10856,0,0,0,0,0,0,0,0,3424,3880,2760,3308,0,0,0,0,0,0,0,0,0,0,0,0,4254,3754,3462,3318,0,0,0,0
rt-5.19_mz-337.09282,704,1436,544,1142,1178,760,1046,634,37094,37646,28674,32246,1396,4062,1474,2136,1370,614,438,1202,414,2440,314,1686,7708,10026,6732,9946,354,366,304,210
rt-5.1_mz-579.02741,2024,1796,2274,1776,1496,1086,1810,1136,202,188,314,262,774,570,1040,772,784,624,694,728,630,290,502,282,360,754,348,452,464,492,628,462
rt-5.23_mz-549.17238,0,0,0,0,0,0,0,0,1140,1022,762,772,0,0,0,0,0,0,0,0,0,0,0,0,1024,1236,966,1136,0,0,0,0
rt-5.24_mz-367.10349,1444,2784,912,2232,2508,3608,2230,2372,59784,48224,42834,39934,7120,22190,5910,13554,4596,2772,2884,3610,2632,3206,1846,3012,99876,84430,86084,78284,1874,1442,1128,1180
rt-5.25_mz-226.03575,0,0,0,0,0,0,0,0,16996,13388,11074,10126,0,0,0,0,0,0,0,0,0,0,0,0,1922,1384,2068,1528,0,0,0,0
rt-5.26_mz-165.05448,494,260,284,338,662,314,606,366,1902,2064,1368,1430,236,672,246,306,482,266,278,184,150,334,144,428,1132,1162,962,1368,0,0,0,0
rt-5.26_mz-247.08236,0,0,0,0,0,0,0,0,3190,3532,1698,3072,0,0,0,0,0,0,0,0,0,0,0,0,8054,8032,5228,8220,0,0,0,0
rt-5.27_mz-553.09642,0,0,0,0,0,0,0,0,1674,1714,1554,1548,278,1088,212,800,0,0,0,0,0,0,0,0,280,442,274,454,0,0,0,0
rt-5.28_mz-163.06023,1856,2444,1276,1698,4478,2162,3768,1020,8746,5092,9340,4194,716,2252,578,1370,1540,1584,988,1168,2416,10724,1510,4710,3370,3658,2954,1490,6212,6162,4180,3372
rt-5.28_mz-325.11286,3258,3966,1992,2914,6242,4022,5170,1992,10494,7152,12740,7098,1046,3504,648,2016,2032,1630,1216,1090,3944,16820,1914,8940,5544,5064,3834,2424,9930,10214,7406,7020
rt-5.28_mz-487.12347,0,0,0,0,0,0,0,0,4868,3264,3694,2980,452,572,272,468,0,0,0,0,0,0,0,0,476,572,476,442,0,0,0,0
rt-5.29_mz-253.11983,0,0,0,0,0,0,0,0,2644,2602,2882,1512,0,0,0,0,0,0,0,0,0,0,0,0,40868,44882,32416,24132,0,0,0,0
rt-5.29_mz-415.17215,0,0,0,0,0,0,0,0,1150,1246,1030,922,0,0,0,0,0,0,0,0,0,0,0,0,17862,19260,13830,11278,0,0,0,0
rt-5.2_mz-377.18178,934,1318,876,764,284,190,236,164,2766,2428,2502,2792,510,1620,410,1324,764,532,540,294,386,816,286,394,778,938,660,966,424,568,290,204
rt-5.32_mz-161.04551,164,306,254,302,156,142,142,106,1786,2216,2116,1750,178,898,372,532,468,226,434,560,280,166,502,160,878,1026,1022,1384,236,254,158,142
rt-5.32_mz-544.11501,0,0,0,0,0,0,0,0,2888,4792,3182,4002,212,672,236,528,0,0,0,0,0,0,0,0,392,778,394,466,0,0,0,0
rt-5.33_mz-189.12743,1590,3516,868,1866,704,298,300,352,17774,17854,18878,14494,1732,8450,1582,4578,332,274,266,428,250,1058,352,496,7096,8046,6214,5722,460,374,142,374
rt-5.34_mz-206.08115,442,430,374,582,2348,956,1932,928,1234,1270,1426,1340,668,612,500,290,1348,1538,2116,1090,464,522,174,578,910,1250,950,1028,384,312,244,110
rt-5.34_mz-479.21434,1454,1626,1038,1302,2024,1072,2412,552,568,766,680,1368,178,1210,212,480,1698,868,944,1456,658,880,360,494,2336,2160,2348,1390,702,576,330,422
rt-5.39_mz-449.10788,992,2710,2422,2246,258,1062,74,618,90104,71492,80042,64304,1918,1678,1434,1274,7538,3452,2900,5110,2066,2744,1162,1722,45588,35636,48816,27906,2128,2614,1298,1494
rt-5.39_mz-977.25673,0,0,0,0,0,0,0,0,6696,6402,6294,5514,0,0,0,0,0,0,0,0,0,0,0,0,9268,4948,7760,4168,0,0,0,0
rt-5.41_mz-177.05464,1062,1676,978,1984,4102,3362,3066,2106,28216,27300,21892,23674,4074,14078,3336,8350,3486,1800,2232,3098,1814,2070,1686,2352,72856,60066,59064,62624,1876,1340,664,902
rt-5.41_mz-191.05618,296,538,348,354,1468,762,908,732,8596,7676,5958,6856,1072,3992,1112,2818,4268,708,544,1110,430,628,438,702,16678,13528,14758,15146,668,346,442,380
rt-5.41_mz-367.10349,844,1402,912,1274,4314,2336,2762,1848,23078,21800,18320,21230,3200,10454,3144,7872,3116,1960,1712,2788,1704,1954,1270,1748,66380,55070,59320,60202,2184,826,684,992
rt-5.41_mz-411.13937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,1790,2120,1022,0,0,0,0,1500,1224,1276,1430,0,0,0,0
rt-5.41_mz-515.21262,0,0,0,0,0,0,0,0,4008,3250,4024,3774,0,0,0,0,0,0,0,0,0,0,0,0,352,306,436,142,0,0,0,0
rt-5.43_mz-133.04946,1016,1338,510,1954,4472,2076,3800,1572,5640,3748,5466,2884,324,1458,282,906,1172,1284,1076,1242,1676,6378,868,3622,1626,1382,1080,1048,2448,2906,1992,1796
rt-5.43_mz-295.10235,8542,13732,6192,9504,43678,22584,40380,10310,50356,32602,48550,27284,2216,12302,1094,7378,7478,7588,5688,5390,16698,71146,8532,42046,12626,11924,9484,8284,26090,27674,15928,14544
rt-5.43_mz-325.11295,5408,6960,2418,4960,21460,11596,18552,6026,25732,16888,24800,13272,1098,5632,560,4556,4108,2780,2272,2308,8572,36398,4408,20136,5994,6712,5080,4568,11610,15366,7628,7102
rt-5.43_mz-432.34704,7050,9958,3444,5880,36624,15084,31498,8252,46222,29220,44780,24550,936,8850,938,5628,4394,3082,2156,2590,11738,63820,6626,33624,8576,7972,5686,5482,19320,23742,13148,11872
rt-5.44_mz-325.05806,2124,2864,2008,1950,612,226,502,382,2510,2104,2002,2820,524,380,278,642,1540,298,834,1068,2730,730,2618,620,2142,1574,1532,1214,2860,1838,2242,1260
rt-5.44_mz-457.15551,2532,4148,1756,2532,11686,6836,9456,2734,11308,7284,10520,7592,554,3366,298,2000,1858,1880,990,1326,3828,17006,2632,11040,2198,3336,2458,2118,6126,6988,4338,4006
rt-5.44_mz-534.29195,5404,7778,2464,5252,24974,13602,20424,6370,25582,15104,23604,13530,862,6184,558,4222,2838,2654,1180,2130,8770,42726,4520,27652,6442,6060,3752,3234,14056,16824,9700,7494
rt-5.44_mz-536.76966,9228,11436,4936,8750,39600,16008,35832,11246,24932,16322,24896,15092,986,7904,684,5500,5876,3882,3764,3654,14328,66224,8614,44264,6444,2720,5870,5386,21898,27760,15764,15636
rt-5.44_mz-594.40012,13536,20456,5672,13472,60662,28868,55146,14682,85462,52072,76858,42270,2150,16598,1306,9462,9140,6416,4942,5636,21614,114568,10666,62900,18948,18778,11736,12068,36726,37882,22662,19028
rt-5.46_mz-619.22413,0,0,0,0,0,0,0,0,5524,3576,5878,2938,0,0,0,0,0,0,0,0,0,0,0,0,1088,950,452,818,0,0,0,0
rt-5.46_mz-693.16732,0,0,0,0,0,0,0,0,2016,2318,2258,2380,400,772,380,1000,0,0,0,0,0,0,0,0,3070,2706,2690,2064,0,0,0,0
rt-5.48_mz-459.26053,0,0,0,0,0,0,0,0,1122,1100,2686,2368,582,454,446,404,0,0,0,0,0,0,0,0,2102,1570,1812,1248,0,0,0,0
rt-5.52_mz-482.13064,0,0,0,0,0,0,0,0,672,792,536,548,0,0,0,0,0,0,0,0,0,0,0,0,2330,2332,3206,2610,0,0,0,0
rt-5.54_mz-251.1043,0,0,0,0,0,0,0,0,1750,1384,1864,1182,0,0,0,0,0,0,0,0,0,0,0,0,2316,2364,1388,1680,0,0,0,0
rt-5.55_mz-233.09401,0,0,0,0,0,0,0,0,1910,1560,2068,1486,0,0,0,0,0,0,0,0,0,0,0,0,1768,3290,1468,1846,0,0,0,0
rt-5.57_mz-479.21384,2292,3428,1656,2414,2390,1144,2142,856,1816,2240,1888,1656,190,818,48,598,1746,2092,1724,1360,920,890,654,674,3020,2498,2626,2004,1280,664,796,440
rt-5.61_mz-247.07294,0,0,0,0,0,0,0,0,292,228,414,266,0,0,0,0,0,0,0,0,0,0,0,0,6104,6878,4342,4236,0,0,0,0
rt-5.72_mz-130.06511,1092,1930,846,2046,5002,2890,3462,2700,3424,1734,2286,1610,330,540,444,320,324,904,910,252,750,2828,688,3050,164,340,190,232,622,672,324,842
rt-5.72_mz-245.09321,7778,13868,5660,11486,42148,22218,25364,16946,32614,15596,21380,13606,1750,3582,2082,2604,1852,5106,7190,1704,3474,17374,2922,21100,672,406,436,440,2320,2574,1344,3094
rt-5.73_mz-651.15686,0,0,0,0,0,0,0,0,744,966,986,820,0,0,0,0,0,0,0,0,0,0,0,0,1770,1194,1456,880,0,0,0,0
rt-5.79_mz-115.03872,84,508,440,234,524,496,1110,562,3764,2780,1344,2638,128,576,108,496,1150,1204,848,768,1298,1784,670,1510,1692,2352,1224,1194,1188,772,576,634
rt-5.79_mz-603.13256,0,0,0,0,0,0,0,0,890,674,722,776,0,0,0,0,0,0,0,0,0,0,0,0,1474,1440,1276,1708,0,0,0,0
rt-5.81_mz-163.06013,1560,1952,904,1200,4502,1852,1482,1960,13238,11130,15418,8968,900,2282,546,2042,3736,3764,2472,2844,790,11046,2718,6372,7396,9898,4886,4720,1818,1904,882,1754
rt-5.81_mz-515.11866,0,0,0,0,0,0,0,0,6062,7034,5188,5298,328,1416,312,608,0,0,0,0,0,0,0,0,990,1540,834,1628,0,0,0,0
rt-5.83_mz-139.07652,686,1760,468,1508,1126,994,754,612,4668,5916,3142,6128,994,802,1244,512,740,856,1306,492,380,5030,286,5738,1280,1234,778,1450,366,434,240,152
rt-5.83_mz-279.12373,1524,3396,812,3332,2266,1402,1690,1290,9218,10096,5940,9082,1384,1506,1804,1060,3694,3552,4776,3670,324,14626,454,10908,3594,2270,2762,2868,490,1060,372,588
rt-5.83_mz-457.15528,1678,12468,1090,1220,1428,1308,1470,594,14206,10922,12506,8504,1186,1944,434,1442,2944,3326,1608,2480,4540,10048,2590,1220,6070,8132,4888,3792,1334,1632,2296,2218
rt-5.84_mz-303.14378,29434,2828,24128,2792,990,17232,678,15444,1768,1610,964,1170,2960,5868,3614,3756,191402,101776,119390,183600,932,10114,998,9492,1420,1192,1304,1522,1374,6180,738,5416
rt-5.86_mz-416.35231,3670,21822,2022,13344,3738,1486,3756,1014,42082,32354,40496,25296,2292,5476,1252,4214,1824,1776,1292,1380,3412,5680,2406,2798,15264,26274,14804,12156,3930,4428,2976,2186
rt-5.87_mz-578.40515,8544,10874,4770,20348,8686,3080,7174,1892,100302,72324,99866,54040,2718,11146,1662,7652,4442,4642,3776,3612,5052,14956,2556,6716,39274,57786,30922,30478,9584,9570,6322,5846
rt-5.8_mz-133.04948,630,932,264,664,1834,776,1622,466,1814,4642,5636,3900,436,1130,256,638,1808,2366,978,910,1596,4720,1102,1082,2088,3546,1682,2122,1174,818,912,942
rt-5.92_mz-415.19741,308,1522,234,1068,2432,1262,1804,800,109490,75318,102268,62374,6252,21144,4574,10008,6566,3014,2584,6234,880,1410,598,1126,129844,123136,110386,95536,1076,1728,826,1142
rt-5.96_mz-261.13445,220,626,220,486,1418,428,770,546,660,782,426,596,750,668,494,386,668,858,1230,504,468,1536,364,1228,652,960,818,668,398,338,288,498
rt-6.02_mz-265.08447,0,0,0,0,0,0,0,0,694,514,572,508,0,0,0,0,0,0,0,0,0,0,0,0,8776,8136,7058,5576,0,0,0,0
rt-6.06_mz-720.18619,0,0,0,0,0,0,0,0,1332,1628,1250,1106,0,0,0,0,0,0,0,0,0,0,0,0,842,1114,750,1406,0,0,0,0
rt-6.12_mz-251.1052,0,0,0,0,0,0,0,0,1052,856,728,610,0,0,0,0,0,0,0,0,0,0,0,0,17382,20484,11264,14010,0,0,0,0
rt-6.15_mz-415.19725,682,1220,484,1142,1822,144,1210,620,57518,45752,54140,36952,2986,15016,2586,8632,3196,2610,1886,3172,660,1292,392,796,85378,79726,73056,68802,658,754,522,626
rt-6.15_mz-513.1985,0,0,0,0,0,0,0,0,2666,2126,1884,1928,0,0,0,0,0,0,0,0,0,0,0,0,1278,1212,894,1162,0,0,0,0
rt-6.22_mz-712.86428,0,0,0,0,0,0,0,0,1240,850,1072,508,0,0,0,0,0,0,0,0,0,0,0,0,1594,1742,1584,1486,0,0,0,0
rt-6.23_mz-295.10238,43230,39852,23572,27946,21292,9766,17204,6452,167290,150598,152100,132838,36094,110572,24236,83532,57582,34924,24448,40776,4638,28558,2714,13296,98234,154996,82218,105254,9292,10002,5908,5194
rt-6.23_mz-527.7644,37846,38618,22374,28384,20680,11378,18314,6618,106860,91634,103574,99724,40374,88642,27298,77788,50090,19526,18496,33660,4860,30840,2942,14878,77374,114740,69278,88076,9874,11728,6656,6902
rt-6.24_mz-1076.52839,4938,7160,2508,4024,2600,1822,2290,852,31622,31758,33806,24620,6252,23514,5004,17476,23504,2894,2308,5418,644,4180,356,1730,16470,25810,1014,18772,1304,1510,752,1026
rt-6.24_mz-163.06015,11834,11340,6726,7152,5184,2472,4658,1820,55724,46648,54424,43884,10374,32222,7948,23992,19476,12426,9104,12394,1600,7768,1116,4956,30018,52868,21840,33542,3334,2908,1748,1932
rt-6.24_mz-525.28663,19962,20750,10526,10454,9934,6364,8388,1700,70248,71554,61526,52738,17036,48128,11206,40014,65392,8430,8078,43788,1980,12052,948,6808,49520,68944,43662,49502,4822,5100,2610,2452
