feature_id,MM_1,MM_2,MM_3,MM_4,LA1330_1,LA1330_2,LA1330_3,LA1330_4,PI127826_1,PI127826_2,PI127826_3,PI127826_4,LYC4_1,LYC4_2,LYC4_3,LYC4_4,LA0716_1,LA0716_2,LA0716_3,LA0716_4,LA1028_1,LA1028_2,LA1028_3,LA1028_4,LA1777_1,LA1777_2,LA1777_3,LA1777_4,LA1840_1,LA1840_2,LA1840_3,LA1840_4
rt-0.65_mz-225.06164,5864,10212,3030,3570,4064,5178,2224,1676,9312,11062,4482,3466,2514,3990,1642,3524,10944,3378,2794,3160,4044,3240,1808,2636,6796,4232,1750,1814,2036,1938,2452,2226
rt-0.66_mz-102.05606,32732,21868,30202,23608,20294,16778,25666,23282,6790,6968,15462,16270,7452,9576,18134,10398,8988,7198,10082,13186,9428,5570,10048,5420,4868,23608,13436,37976,6102,5472,6154,6956
rt-0.66_mz-145.06176,20746,4014,33068,31964,31284,9584,45400,44356,132888,81624,79976,142512,5964,7574,7712,9612,3036,8790,12234,26392,440,2474,3520,6780,149746,91762,238456,134980,2744,1812,2692,3498
rt-0.66_mz-178.05885,962,280,584,198,1320,706,1152,558,640,852,808,476,294,518,262,148,140,438,424,266,200,198,242,128,412,1146,692,652,238,172,138,228
rt-0.66_mz-239.07743,324,388,432,608,462,342,550,484,1396,1848,1810,9050,296,5062,1120,3830,502,468,1472,2276,188,1368,552,2126,2496,3136,10130,3884,644,624,536,440
rt-0.66_mz-265.0231,5818,4590,6188,7994,3680,4258,1860,3100,11402,8740,5316,2670,6882,9314,8488,8056,6382,6784,11594,13572,3324,5296,7034,5678,3794,3136,1678,592,14210,8292,7846,5980
rt-0.66_mz-280.09238,39694,15658,16398,24524,34944,30990,28366,13090,2018,2198,2226,4224,12164,15434,12960,7706,5576,3352,9804,8062,20850,10266,5438,5224,1574,2312,2110,948,15112,12320,4740,3904
rt-0.67_mz-130.04985,43320,28742,76326,50196,103460,62262,103208,138272,105296,73670,82130,58006,17598,26376,29182,19772,26030,18140,22858,40292,23494,13636,28446,17674,92070,130122,129464,219826,17382,14356,20140,25992
rt-0.67_mz-146.04569,66016,48022,50978,37898,42718,43346,54430,46166,16228,11800,46012,34546,18326,22902,39198,23648,23912,22414,24572,25230,27720,18834,21648,9104,17534,65722,40454,93864,12684,11526,11610,14706
rt-0.67_mz-148.06085,49246,32390,68796,50146,74070,52438,53998,64440,12394,13856,17292,26002,26210,34848,42670,26818,23050,22048,36580,31444,30860,22552,30340,20922,22868,41184,20248,51750,23610,25464,31698,35038
rt-0.67_mz-179.05615,12464,12418,36090,49830,7342,6616,11040,14328,14248,19998,14572,51706,9774,38640,21596,33616,11624,16536,44352,39534,4008,7514,11702,14540,14532,13778,41866,44020,12792,13044,10352,9292
rt-0.67_mz-184.07332,36976,20206,38398,20224,71090,37892,56314,64720,12082,20398,18300,27944,29988,31952,22804,29040,21478,17594,13526,19612,13416,12738,9376,13054,10928,27972,14276,56220,7728,13944,10546,11792
rt-0.67_mz-258.11011,45354,29792,24562,17912,65268,46800,41670,40748,8234,9758,8440,8168,38918,14224,11342,10818,10044,8328,2952,2736,14368,6746,2478,1934,8066,13132,6540,10202,2204,10152,2420,1956
rt-0.67_mz-367.10567,42410,43206,19492,19038,22174,10076,19146,14640,4678,4972,13006,11384,20168,21890,22340,29510,18102,12712,25112,24226,9224,9948,7148,11040,11078,9280,14748,15668,3728,9160,3374,3076
rt-0.67_mz-383.11555,49080,50990,16948,23118,17918,15202,13650,5872,11498,18168,14446,23690,25650,20434,13578,10412,27888,35988,22482,16700,10080,15750,8316,8686,9904,8308,9466,5818,9772,13642,7326,7114
rt-0.67_mz-88.03935,7544,13498,7306,10720,30812,16506,31462,18566,3888,3764,5280,5730,6592,5114,3500,4160,5610,5388,9598,8050,3024,4438,3522,4444,14260,12826,13742,15234,4864,3728,3446,3488
rt-0.67_mz-88.04057,9960,16552,10082,13784,26988,15812,53618,21294,7920,7498,10108,14686,2928,5604,5338,14364,6686,5252,8094,9306,3812,2910,4884,3808,8650,21506,12794,36308,3828,4422,4984,4836
rt-0.68_mz-116.03416,2648,3436,3302,3856,8538,5298,8862,5562,1332,1246,1232,2242,1318,2090,1912,1174,2042,2440,2708,2274,1684,2056,2184,1846,2882,4366,2668,5082,1754,2290,1622,2108
rt-0.68_mz-200.04433,36350,49644,53254,76102,23184,23554,28094,24362,30758,33154,18606,25144,48688,62858,59100,46720,60252,67858,94170,86304,20218,31568,42022,27892,19992,9900,10262,6910,55070,24762,36260,27966
rt-0.68_mz-233.06319,6492,8530,4416,5104,6052,7808,6024,4696,22424,26848,22010,33958,15160,41608,12790,29002,14130,25056,20872,14326,3554,23090,7916,18576,25560,20914,34468,15052,8358,5138,6714,3928
rt-0.68_mz-282.08732,26532,33290,72926,82256,22820,12766,47934,21312,6800,8568,8564,28444,9946,42788,23856,27108,7618,14594,38028,33990,1146,8776,12320,17632,11974,15008,36158,23238,13490,1732,8430,7804
rt-0.68_mz-290.07633,60646,93236,107038,162858,41172,27898,57594,33166,37466,49106,32874,58196,53444,116314,79462,77622,80434,98434,187218,180094,8448,25368,43186,33748,26818,15350,26392,11958,52088,12250,30588,20554
rt-0.68_mz-70.03015,1970,2618,1908,3302,6942,4532,8566,5116,1934,1634,2390,2758,1874,1268,1492,1322,2112,1488,2546,2438,1014,1362,1486,1498,3364,4716,4996,8424,1892,1452,1280,1508
rt-0.68_mz-76.039,978,1538,1088,1344,722,660,832,386,4150,4280,3510,5100,430,1256,568,1566,890,1734,1360,996,280,376,210,250,5032,4154,4228,2544,310,330,328,292
rt-0.69_mz-149.04542,1260,1052,3126,4274,1332,898,1944,1992,2684,3030,2740,9392,1048,9280,2602,5964,1168,2414,6890,5324,214,1220,1558,3742,3148,3948,5148,7202,1928,1480,1668,1260
rt-0.69_mz-162.07617,804,1766,604,1440,29104,18930,26228,16336,1100,602,766,1186,2020,2020,1880,1428,844,604,580,644,2028,4924,1620,1968,2178,7274,2522,6146,1354,2948,978,1974
rt-0.69_mz-191.54107,1160,1974,1464,2272,776,922,1038,1102,1120,1172,772,894,2334,1930,3382,2982,2670,2934,2624,4968,940,1706,3922,1206,408,232,708,398,2878,1268,1292,3490
rt-0.69_mz-354.17724,0,0,0,0,0,0,0,0,744,676,738,4720,0,0,0,0,0,0,0,0,0,0,0,0,832,1178,5690,4892,0,0,0,0
rt-0.69_mz-68.04901,970,1022,838,1116,3464,2144,3688,1566,26468,27300,25552,26854,854,2352,724,1796,2606,2180,1538,2406,458,714,312,418,6658,8690,7926,10506,456,484,332,282
rt-0.69_mz-91.03916,828,1464,992,1480,1120,426,1008,806,1922,2380,2316,3120,704,1418,678,1496,884,1082,774,992,284,578,270,362,3030,2066,2644,2016,252,166,110,146
rt-0.6_mz-243.94694,668,936,706,648,858,890,644,700,934,590,1052,776,932,942,904,988,1260,1280,838,1018,1428,678,752,420,684,826,512,388,734,724,1066,182
rt-0.6_mz-372.88253,1440,2390,1022,2050,3612,2680,3090,1848,5182,5960,5868,4962,1408,2446,1060,1802,3662,1884,1686,2632,748,1122,534,646,5180,5818,4396,4290,1128,1346,600,748
rt-0.6_mz-440.88805,3374,6334,2272,4386,3108,2156,2292,1752,3116,2978,4854,3278,6342,6150,4470,5532,9926,8020,5938,9008,5134,4060,4066,2908,1772,1494,1900,1030,7442,4838,5762,4388
rt-0.6_mz-462.87913,758,846,478,894,1220,1148,1630,802,2358,2568,3150,3670,620,846,580,658,1258,966,776,1084,344,438,274,278,2256,2682,2376,1746,448,416,226,474
rt-0.6_mz-480.84982,876,2924,1270,2368,1458,1374,758,880,1096,740,1250,1888,2516,3310,3624,3460,5670,5188,4250,6076,3084,2018,2308,1380,0,0,0,0,3362,2006,3922,2196
rt-0.6_mz-530.86691,916,1920,702,1340,2508,1822,2032,1154,3140,3860,3776,4012,774,1556,646,1210,2020,1536,1210,1920,606,682,316,488,2474,3390,2518,2516,714,602,442,596
rt-0.6_mz-548.83595,1440,2514,1260,2052,1570,920,836,826,2164,1554,1908,1328,2858,3020,2656,2990,5740,3776,4016,5406,2452,1694,2380,1064,0,0,0,0,3274,2286,3298,1802
rt-0.6_mz-690.82758,3346,5268,2730,3950,3652,3704,3348,2060,2436,2454,2336,1822,5734,4894,4296,3078,5628,6976,6658,5254,5628,3300,4866,2892,1826,1798,1874,1568,5312,5324,3860,3920
rt-0.71_mz-195.05112,29856,35364,25684,35994,93172,57684,130188,57710,166196,165532,153222,222394,19988,93802,26470,73904,57172,73984,100054,72286,4998,44434,4286,59228,146592,183428,220580,184534,14256,19352,12076,13344
rt-0.71_mz-198.09733,1994,1606,2024,2194,1506,1116,1984,1830,2224,3966,2902,4704,1108,1662,1558,1468,1282,1380,1524,1944,954,1110,772,984,5140,4352,4722,2796,808,792,798,982
rt-0.71_mz-229.15457,936,1644,590,594,1514,858,860,642,10660,11214,9412,9594,2378,4636,1516,2724,1914,2158,1718,1322,1248,3334,610,1516,12874,14008,10540,9610,1360,1092,494,758
rt-0.71_mz-439.14212,1862,1648,3202,3062,5944,6814,11474,10714,10616,10048,12056,17346,2946,19146,6940,15360,3246,2510,6310,8612,1312,3222,3214,6510,13722,14456,15474,22568,2164,1498,2742,3650
rt-0.72_mz-129.01926,2614,2530,2066,3184,6444,3732,8906,3124,13202,14418,14812,18314,1978,8480,1660,4692,4448,5876,9022,4454,642,3358,416,2588,13896,16202,16614,15078,978,1286,796,676
rt-0.72_mz-183.05037,5200,6594,8506,9166,0,4020,7242,6306,2568,0,1894,0,0,0,8854,6096,3588,0,0,4878,2446,7370,10684,10272,3068,2522,0,0,7024,5188,8980,11084
rt-0.72_mz-183.05037,0,0,0,9056,5584,0,0,0,0,2666,0,4022,5356,8496,0,5822,0,4192,6226,6332,0,0,0,0,0,2248,4950,3770,0,0,0,0
rt-0.72_mz-183.55145,1534,1672,2358,2316,1620,1542,1850,1646,600,766,950,1182,1030,2338,2656,1526,884,1002,2248,2270,800,1392,2820,2094,942,796,1850,1320,1834,888,1070,1224
rt-0.72_mz-255.10748,1842,2734,1538,1588,12672,10684,7774,6348,24458,28458,28984,28322,2544,10670,1962,7340,6984,3948,1654,2810,2206,7784,884,2634,25584,54226,23654,37506,1816,2236,1248,978
rt-0.72_mz-476.16118,2666,2824,3206,2496,3558,2924,12256,3162,1066,662,1452,2586,1404,530,652,684,1264,1272,1258,1164,500,516,874,476,930,2830,2136,6922,546,872,212,662
rt-0.72_mz-99.0089,600,972,3428,2036,2366,1484,3826,1772,4672,4526,4364,4628,844,3728,1188,2080,1364,1964,3234,2376,330,1232,538,874,4148,3902,6280,8102,474,660,978,572
rt-0.73_mz-179.05506,1054,1672,290,498,5790,3950,1496,1122,4238,5484,4270,3006,2558,2164,618,1236,10084,9186,3446,1990,1598,9046,452,1914,6616,6740,4442,1852,1030,1754,432,516
rt-0.73_mz-281.07117,14444,16036,30694,28974,4076,4200,18564,5934,4572,2564,3918,7242,8228,15350,14866,19192,5878,13246,14636,34860,788,2476,12842,4374,3268,1372,4428,3304,7688,2674,6028,6696
rt-0.74_mz-133.0495,1474,1406,510,1192,5628,5020,2866,3274,2928,4482,3230,4372,1112,2118,1116,2124,5810,3326,4796,2908,1942,6478,824,3726,4308,6398,4378,4964,1486,2098,996,962
rt-0.74_mz-193.03547,720,852,1808,1846,8240,2436,9596,7178,2382,3334,2596,3840,1606,5500,3424,6734,618,532,1086,2138,376,528,1194,916,2878,4892,4492,10988,1412,1056,1354,966
rt-0.74_mz-210.07952,5462,90762,3632,61764,16920,2602,19456,2202,1288,648,1456,1068,14194,2630,5888,1588,4620,17972,12190,2670,23236,10518,6558,3142,1742,1594,1738,1816,15896,1112,1910,346
rt-0.74_mz-354.10857,7198,6150,14398,21326,4506,5444,12364,9194,2708,1600,2626,5868,4458,12834,9292,9080,2144,3004,9388,10330,890,2302,12304,11166,2384,2562,8928,8142,5030,2040,9514,11238
rt-0.74_mz-381.07938,20268,18580,24866,31460,17810,21502,27450,24460,15272,15348,14206,23810,9536,28358,14092,13666,11222,12008,16976,21536,3490,5652,7860,7630,17956,19926,24576,30048,5090,5230,7864,10216
rt-0.75_mz-103.00382,630,718,390,1110,2022,936,2486,940,1414,2216,1012,1318,538,1126,376,1178,882,1162,178,972,174,456,304,1012,1484,1834,1408,2034,122,216,338,190
rt-0.75_mz-191.03926,3750,6198,11702,16580,3742,5862,4192,9150,3704,3420,4142,5476,11488,15302,19612,15206,12074,15440,26400,29116,5598,7558,25492,13354,2380,1940,3360,2030,19430,10058,25498,20530
rt-0.75_mz-289.09176,17526,10742,24892,21510,6776,6918,8762,11726,3916,4842,5058,6236,8828,11566,16878,10822,3904,4804,10694,7864,1640,2076,4612,4678,3930,4624,5426,7558,2906,1952,3800,4134
rt-0.75_mz-325.11292,73720,42686,112216,85768,28882,24910,42712,50092,18400,17418,19238,27458,35282,57182,64192,52420,13814,17886,49144,40076,6178,6844,13670,17600,17642,19354,25986,30616,9092,6704,12636,12754
rt-0.75_mz-360.15004,9910,7090,10798,12208,4392,5242,7642,9284,7972,6130,6498,12938,5820,6068,9574,7766,3168,3714,8692,7814,1194,1526,4910,5528,8314,8474,15284,11652,2568,2054,5546,6038
rt-0.75_mz-683.22531,64162,29502,355742,340882,22264,13050,56582,362144,5366,4676,4308,23062,20764,337888,384270,354592,4220,8636,305870,315476,1106,2904,134102,136882,4670,12846,75012,244232,88982,8662,151168,173068
rt-0.75_mz-707.22139,10406,5488,8782,8362,2496,4266,4680,4990,1484,1320,1812,2056,6820,5988,7122,4096,2938,4146,6438,5684,2102,1760,4126,2940,1924,1270,1842,1910,2934,2474,3480,4086
rt-0.76_mz-280.1391,9490,4128,7252,3490,11108,9524,11768,7834,3944,4246,3118,5662,4628,3096,3114,1744,2560,1906,2624,2654,762,930,560,538,2746,7548,2992,5324,822,914,484,684
rt-0.76_mz-298.14961,11754,4944,8464,3872,17566,10862,14766,7050,5170,5952,5636,6252,5782,4468,4300,2820,3744,2610,3850,3884,682,1060,794,728,4064,8030,4610,6460,886,876,372,1244
rt-0.76_mz-343.12341,17648,5042,5388,4932,4080,4260,3876,3734,4302,4554,4482,4598,5246,3034,3792,3478,4214,4566,2962,3150,2226,2820,1738,2138,3624,4772,5664,3884,2444,1914,1644,1556
rt-0.76_mz-460.2025,196526,73868,134506,70778,259964,183310,249346,135382,91616,89224,89360,110864,90768,78892,73794,43966,61276,49380,65170,62678,12686,15676,12740,13874,65238,153408,80382,113234,13396,16496,5872,14202
rt-0.77_mz-111.00882,236,262,442,542,1044,540,660,1030,770,782,876,2186,410,1168,296,1004,790,1104,1082,1290,190,580,266,500,1288,1222,678,2906,370,212,250,174
rt-0.77_mz-170.9966,802,628,1018,1264,418,402,502,658,242,318,340,528,956,1414,1836,1374,818,706,1542,1946,744,550,1962,1122,352,142,376,354,1316,710,2686,1430
rt-0.77_mz-187.10777,746,156,284,608,1262,1024,2282,994,5878,4428,4304,4580,790,3216,286,1482,796,644,380,640,144,406,178,272,2924,4348,3254,4682,182,256,190,166
rt-0.77_mz-241.07069,1492,1182,2558,1834,674,468,748,1360,878,904,828,948,684,1376,1410,1288,376,482,752,818,184,246,442,494,936,1008,1524,1946,338,188,590,324
rt-0.77_mz-259.08121,4986,2886,6622,5962,2480,2628,3116,3204,4356,4322,4042,3878,2552,3756,4006,4008,1374,2000,3236,3094,908,1112,1574,1828,5460,4328,6500,5918,1438,1092,1838,1656
rt-0.77_mz-357.10393,154,522,286,492,556,400,612,852,1376,954,1738,1232,392,1188,570,1284,430,582,1052,898,500,1702,552,2238,1130,1010,1518,2044,696,858,566,614
rt-0.78_mz-173.00914,2774,3544,2046,2774,5688,2824,4856,2206,6164,10364,8964,11804,976,7656,1346,4902,3230,1500,1454,4962,502,594,666,626,8250,10828,5642,19834,936,1010,492,710
rt-0.79_mz-105.01935,622,1000,11228,6476,4692,2840,5776,16670,11310,12102,4816,11762,1262,14860,7068,17054,1662,1760,3596,5406,458,968,1704,3256,11092,5920,14696,40982,1314,580,1048,1196
rt-0.79_mz-77.03841,988,446,504,680,1510,622,316,584,28410,36648,29746,32732,32938,56668,43194,22848,1784,204,318,4338,310,774,232,372,72376,66018,77344,92236,284,256,136,188
rt-0.7_mz-159.02977,1000,956,898,1472,2752,2212,4736,1978,4360,4092,4050,5648,368,1282,602,808,1244,1438,2148,1822,176,1202,292,1168,4028,4648,4468,3570,472,692,374,440
rt-0.7_mz-180.08679,3064,3078,3430,4318,3566,2330,3424,2504,5954,6508,6290,7810,1822,2548,2182,2354,2842,2238,3836,3032,918,1500,1870,1980,8428,9332,10036,7230,1198,1048,1240,1628
rt-0.82_mz-223.04602,1668,1348,1734,2160,1996,1000,1976,1994,7648,10556,7474,10922,1106,8170,1248,4316,2554,1446,3324,4312,442,2280,428,2482,12102,13142,15798,21592,624,692,420,526
rt-0.82_mz-85.02971,8008,7562,4864,2864,13492,8216,15814,12098,5398,5732,3512,4788,1200,5816,2166,4860,12690,13834,24448,22776,3100,7788,3634,13844,10034,19136,9826,26106,3064,1966,2662,1816
rt-0.83_mz-191.05624,75276,69528,159274,200338,182728,101660,191912,256670,445604,509974,410792,552468,68438,723404,206682,605900,46914,19006,33772,146656,12302,106592,45864,240576,516612,663814,611096,808640,32906,16540,49206,55568
rt-0.83_mz-215.05259,4850,5214,21742,26318,9364,7730,12612,31356,16132,16454,11502,19538,5726,88882,25752,96668,3596,2182,5754,26436,1536,7226,8244,53894,21636,18186,24548,56400,2782,1514,6950,10162
rt-0.84_mz-157.04957,9346,10440,8358,10412,19796,13620,17734,11452,40524,37730,32112,35784,10924,25028,8498,24458,9230,3608,3646,8122,3908,16684,2762,14850,35602,48576,37164,35716,4152,3444,3540,3684
rt-0.84_mz-193.07068,105936,108460,27392,31020,198920,136590,175144,45150,292388,329444,265036,314640,107474,122050,32346,103090,100046,42758,31660,27538,39628,155336,6596,49684,336518,381764,302986,160102,44416,44448,6304,8370
rt-0.84_mz-209.03038,20894,23218,16610,35904,36696,23138,44380,24122,11056,13880,9186,9164,1908,8968,1624,3926,40866,51330,110418,58206,6452,28448,4228,26378,29064,58170,26022,54676,10942,5716,3664,2874
rt-0.86_mz-163.02475,324,288,1254,1468,470,456,372,1146,3944,4108,3028,2410,260,1726,530,924,330,328,1288,2006,68,500,276,1154,876,910,686,1828,148,70,180,316
rt-0.94_mz-270.95285,1032,1276,2224,1014,568,192,532,1260,2186,1630,1932,1162,1138,852,3848,2722,2074,1376,904,2464,880,684,3272,2360,994,948,760,948,410,314,3950,3102
rt-0.94_mz-368.92954,2632,2524,5248,1682,1558,580,822,2826,4702,5046,3802,2998,2064,2162,5742,3134,3214,2888,1948,4036,1076,820,5738,3216,3374,1942,1272,1578,784,742,5832,3846
rt-0.95_mz-230.99116,1954,1738,2024,1484,1530,1194,1020,1138,3342,3192,2890,2944,1732,2944,1840,2948,2874,2624,1938,2014,1382,1052,1180,1702,4072,4106,3438,4018,1014,756,934,1432
rt-0.96_mz-93.04476,1560,2912,770,1734,1492,932,1232,526,2290,2888,1518,1772,1206,1326,582,432,2932,5288,4742,1466,838,1408,702,1020,2902,2194,1790,2206,1336,788,566,644
rt-0.97_mz-117.01804,4458,2408,5108,2072,2500,970,1876,1234,5410,6156,5766,4756,2854,3952,2340,1810,2808,2120,3326,3130,1882,1386,1980,1640,6020,6450,4856,9072,988,810,1020,1314
rt-0.98_mz-135.02873,10404,5656,14746,5726,6524,1810,6062,4174,12564,15308,12596,10910,5874,8312,7382,3452,8086,6840,7948,6806,4142,2768,6310,5188,8452,11530,11726,20054,2348,2324,3820,3582
rt-0.98_mz-89.02336,5354,2644,5442,2850,2576,996,3584,1100,10002,9900,8390,7604,3436,4506,2956,2748,4294,4142,3392,3742,2308,1412,2894,1372,8334,8250,6372,12866,1462,1186,1274,1170
rt-0.99_mz-238.09209,1548,2414,1866,1520,4724,3314,5828,2152,13412,15354,16280,8364,2504,4806,950,2878,2992,3094,2364,2760,860,5800,868,3126,13082,22486,14176,20904,1248,1824,1026,986
rt-0.9_mz-104.05246,832,364,1816,870,3640,1840,2826,3048,15912,13894,11990,9818,680,4262,1070,4862,520,530,764,1260,424,270,470,342,11802,23116,7020,27000,146,240,244,372
rt-0.9_mz-133.03176,1974,1364,3474,1970,8004,3606,6798,8972,32364,28972,26832,23222,1120,9138,1942,9640,1584,1324,1644,2934,600,560,776,774,23312,42358,14550,56014,466,770,440,692
rt-0.9_mz-150.05809,2334,1366,5478,3874,11452,5458,9968,11574,45322,43270,40204,33532,1966,15484,2580,17114,2148,1740,1918,6324,422,692,1136,1266,36368,60188,19852,95398,570,1010,590,1066
rt-1.03_mz-173.00919,464,582,416,626,680,470,1136,260,3374,2882,3164,2692,644,1276,480,1288,1460,1234,1110,1396,928,734,544,736,6080,3622,5212,4274,454,518,324,434
rt-1.04_mz-175.02377,2434,2398,1728,1642,2678,1676,2488,1238,5974,5110,5444,5896,1898,3052,1060,2468,2754,2606,1990,2402,1810,1638,1168,1494,7918,7808,8128,7640,1224,952,1138,740
rt-1.04_mz-191.01989,3792,2998,3170,3280,6436,3398,4800,7116,10946,12740,10004,10676,2826,5620,1990,3424,4398,3620,3070,3490,2908,1832,1240,1090,16940,17020,12920,12614,1408,1562,1054,1022
rt-1.12_mz-57.05687,1284,916,696,490,4652,2644,2922,1508,2414,3596,2368,2358,892,1158,950,508,768,724,778,618,406,654,542,276,1742,5154,1904,2762,318,516,138,310
rt-1.13_mz-123.04452,4742,3014,2756,2674,20062,13140,13022,6544,16462,2052,19800,18996,3832,8532,2950,2840,6458,3380,3578,3978,1456,1190,556,816,11146,32486,14360,15974,844,1378,626,798
rt-1.13_mz-86.09652,98130,26878,21804,23688,413726,148380,204610,91860,247036,282114,212608,224474,56762,56084,40528,34496,37450,33958,29590,23690,22372,22532,6598,11490,159094,449372,128732,347780,15528,23734,5778,12782
rt-1.15_mz-268.9833,1324,1822,1524,1272,2662,1750,3440,1828,3764,4000,5326,6966,2378,3434,2238,3138,1644,2002,1804,2522,502,656,604,568,2356,8374,6226,8010,680,464,610,708
rt-1.17_mz-356.99949,10680,8034,11176,10698,28188,17990,35146,24498,2362,2712,3516,4258,6008,5832,6942,7478,3898,4186,4462,5910,2730,1914,3378,2376,1732,6632,5650,12298,2908,2512,4078,2882
rt-1.19_mz-171.00525,856,722,278,806,1326,864,1234,1082,0,0,0,0,476,308,564,102,308,276,396,254,350,240,342,240,96,316,108,206,244,240,218,302
rt-1.23_mz-165.04065,828,740,796,534,1188,1182,1180,612,820,1056,842,1016,620,946,472,634,1150,1428,1316,1040,570,1250,396,502,868,1300,1144,1274,464,344,388,138
rt-1.23_mz-177.03947,396,662,324,642,774,584,644,410,2140,1278,4656,6652,396,1384,316,930,912,916,930,1132,352,582,296,442,1454,2962,7114,4702,236,316,354,306
rt-1.23_mz-243.02642,5512,5308,6560,6428,9342,10756,19540,13012,118,1368,2534,3078,3032,3442,4556,4064,2122,2192,2384,2730,1396,1024,1890,1700,2144,4260,3524,7038,1784,1544,2734,1620
rt-1.23_mz-333.05933,3544,4602,4384,5094,11614,5984,11408,9116,1218,688,3256,4506,3520,4470,3964,5726,2054,2818,3654,2684,1436,1174,1724,1250,952,4632,5906,7612,2048,2112,2892,1840
rt-1.23_mz-337.0777,706,1250,824,1072,938,634,952,364,2394,3124,8908,15234,708,2228,864,2032,1598,1100,1432,1866,284,678,580,594,2328,5976,13860,10934,502,484,246,506
rt-1.24_mz-317.05469,14546,16582,10204,14026,22236,17386,20600,14748,760,1134,1264,2162,6938,8014,6534,14582,4192,4406,3090,3590,3872,8660,3178,4972,604,310,1170,1200,4504,4676,3836,3756
rt-1.26_mz-103.00368,818,2224,1054,2180,426,586,1002,868,92,254,1482,3110,1282,2122,1772,2028,1274,1304,2022,1138,730,1972,918,1710,708,2520,3790,6148,952,600,402,962
rt-1.27_mz-237.64999,318,186,70,256,696,338,786,248,3978,4250,3382,4602,440,1316,242,560,294,260,230,240,0,0,0,0,2196,4422,5514,4326,352,494,294,238
rt-1.27_mz-245.04318,6864,5854,5142,4906,17592,13068,14800,12452,1782,1662,3154,4246,2764,2344,2688,2466,2764,2650,2326,2188,2218,1974,2014,1362,1586,4524,3902,6688,1848,2694,2032,2000
rt-1.32_mz-188.0918,3294,3952,2192,2882,5412,2394,3702,1312,1318,2168,1722,10212,3610,8454,2330,3662,3768,3256,2690,2424,2502,7114,1116,2584,554,830,3460,2966,2026,1868,736,1172
rt-1.37_mz-122.02354,544,294,574,1632,166,428,670,436,202,334,226,970,506,1368,482,238,602,1160,2884,2858,374,1172,776,1628,176,94,474,458,1606,1596,1076,1434
rt-1.37_mz-147.02882,1328,1338,7134,10100,1056,1036,3680,4708,2360,2344,3904,15830,4888,19110,14248,14452,1958,7806,21282,22942,1016,6260,8398,18114,3142,2260,25792,26754,3406,2002,5810,5232
rt-1.38_mz-139.00258,1752,2716,8202,13116,2710,1534,6388,6670,6568,4776,8152,29540,6638,27984,20686,25000,5530,14372,33056,33004,1910,12438,11552,29126,7288,5778,42400,39426,5340,2650,7822,9386
rt-1.38_mz-215.01625,1986,1902,28590,36802,1174,1884,7586,21554,1262,1208,1502,17244,10246,57892,54476,55046,3848,14112,49700,62086,1300,13368,34548,61286,1498,1072,27418,60298,7886,3380,30630,33654
rt-1.39_mz-147.02971,798,754,944,618,1136,830,742,472,1740,1646,1866,1388,1654,1912,1204,2420,1650,2030,1484,2098,796,1496,906,1866,1618,1492,1648,2410,578,922,488,708
rt-1.4_mz-175.02385,2586,2674,19214,24004,2204,3172,7034,12038,5290,3864,6950,40338,11726,58642,38828,47044,5406,19410,60034,64586,2966,15052,22550,53254,5786,3828,65394,80002,6664,3932,15828,19044
rt-10.02_mz-299.14885,21114,3374,20242,3660,1986,36586,1674,33604,11238,11460,8798,10522,36314,35246,36248,17930,97316,135966,147258,103890,3180,67380,3006,71838,8482,7798,10054,8944,6098,36176,3308,32884
rt-10.02_mz-427.19374,41034,12842,41348,12648,6286,46156,4274,46800,23236,21720,18432,19084,39458,37130,42170,33086,18928,32024,26994,20264,8720,58702,8768,55490,15000,14036,16030,13996,20386,45276,9564,48566
rt-10.02_mz-443.1677,2510,792,2828,986,578,3832,310,3596,1636,1304,1676,1570,3340,3782,3834,2686,1810,3160,2508,1888,686,4032,606,3730,1416,1194,1296,1076,1044,3792,940,3594
rt-10.03_mz-387.20131,71326,10544,69712,10588,5958,109486,3386,107876,35998,34652,28608,28702,104280,106304,106730,58938,230672,361220,389702,227128,7378,189328,7554,203256,30708,30400,25464,29084,20360,105416,9394,107358
rt-10.03_mz-831.39767,7594,1420,7866,1272,420,9726,184,9180,3658,3068,2650,3528,9664,7726,8558,5680,3460,29566,9978,3878,750,14028,512,14196,1926,1686,1946,1644,2922,11106,696,12548
rt-10.04_mz-467.2283,0,0,0,0,0,0,0,0,1992,1100,1214,1286,0,0,0,0,0,0,0,0,0,0,0,0,84,172,58,238,0,0,0,0
rt-10.05_mz-101.06091,1308,310,1438,336,350,2268,106,2526,518,690,696,506,2762,3334,3434,1324,12322,20666,23222,12620,350,6088,262,6628,560,352,784,482,454,2344,440,2420
rt-10.05_mz-1073.48092,0,0,0,0,0,0,0,0,958,4970,412,3358,0,0,0,0,0,0,0,0,0,0,0,0,856,1864,478,1208,0,0,0,0
rt-10.05_mz-109.02822,3256,868,2992,828,748,4614,612,4696,2098,2786,2180,1856,4706,5798,5176,2450,156378,124394,151196,162458,414,9382,416,9684,3402,3568,2968,3726,1166,4242,560,4194
rt-10.06_mz-303.14372,8624,2124,10282,2512,866,14014,782,13516,5406,5646,4184,5046,14052,13098,15232,8802,19940,26026,26280,20116,1238,20712,1204,23698,3426,2654,2450,2856,3162,15276,1784,15020
