feature_id,group1_1,group1_2,group1_3,group1_4,group2_1,group2_2,group2_3,group2_4,group3_1,group3_2,group3_3,group3_4,group4_1,group4_2,group4_3,group4_4
feature_100,2280,1306,2302,1164,1860,1282,1470,1516,0,1718,834,1178,2392,2262,3312,2524
feature_10000,0,0,0,0,1906,1586,1720,1216,0,132,0,0,3964,2620,2900,2304
feature_10001,2116,968,1358,490,8960,7260,9614,5252,52,1154,268,568,15098,17338,10064,11562
feature_10002,378,0,268,160,9068,8370,7574,6148,0,148,0,326,9802,13628,5990,7750
feature_10004,354,0,0,0,7152,4140,4628,2884,0,0,0,0,11002,6868,7912,6890
feature_10005,578,388,376,318,5518,4848,5174,3726,0,454,0,314,5156,4738,4122,4086
feature_10006,2390,1144,2142,856,1816,2240,1888,1656,920,890,654,674,3020,2498,2626,2004
feature_10007,340,0,286,0,1512,1564,940,1074,0,376,0,174,8000,9886,6362,6286
feature_10008,2556,890,1872,638,924,1178,790,1218,246,304,0,0,2676,3042,1606,2106
feature_10009,124,0,0,0,150,348,156,302,0,184,0,0,5808,4090,4012,3532
feature_10010,0,0,0,0,1860,1746,1002,1786,0,0,0,0,8112,6060,5576,4258
feature_10011,0,0,92,0,2626,2802,2470,2108,0,0,0,0,1538,1614,1546,1948
feature_10012,0,122,0,0,1166,1460,1022,1102,0,2706,0,1900,13456,9850,11158,6764
feature_10015,0,0,0,0,3450,3598,2644,3274,0,54,0,226,3140,5710,3084,5082
feature_10016,0,0,0,0,0,132,304,0,0,0,0,0,7350,1294,6400,1570
feature_10017,404,280,344,92,1280,1404,1724,1216,232,1590,0,880,4228,3038,2936,2174
feature_10018,0,750,0,462,86,0,0,0,132,734,120,746,0,0,0,0
feature_10020,416,388,358,40,620,834,530,696,3046,842,1952,1066,320,146,0,0
feature_10022,0,152,0,0,1242,1026,1422,1054,302,0,0,0,3210,2274,2738,1136
feature_10026,0,288,306,214,2862,2558,2202,1908,0,210,0,0,5146,7502,4442,4604
feature_10031,872,522,518,222,228,110,178,0,290,126,0,76,228,0,0,208
feature_10032,0,0,0,0,3100,3748,3458,2398,0,0,0,0,0,0,160,0
feature_10033,0,0,0,0,8758,7230,9214,6408,0,0,0,0,162,0,112,144
feature_10034,0,0,0,0,3226,4258,3320,3754,0,0,0,0,1936,1826,816,1454
feature_10038,0,0,0,0,2210,2952,2192,2402,0,0,0,0,2104,1850,2024,1122
feature_10039,42148,22218,25364,16946,32614,15596,21380,13606,3474,17374,2922,21100,672,406,436,440
feature_1004,122,0,196,216,2976,3052,3386,2322,0,0,0,116,1454,806,1156,574
feature_10041,0,0,0,58,5722,6570,5052,4854,248,260,98,0,3064,2070,2942,2934
feature_10044,0,0,0,0,214,0,0,0,0,0,0,0,3858,3044,3120,2394
feature_10045,0,0,0,0,5288,2490,3550,1944,0,0,0,0,584,614,520,500
feature_10046,0,0,0,52,5008,4714,4812,3954,0,0,0,0,446,344,258,0
feature_10047,0,316,102,278,2776,2224,2450,1888,0,136,0,116,5542,8234,3446,5296
feature_1005,3120,1690,2542,1088,4998,3120,5154,2500,1144,5472,770,2882,0,1004,630,0
feature_10050,0,0,0,0,33044,33372,31466,30740,0,0,0,0,3748,5512,3250,4966
feature_10051,2020,1172,1818,464,1754,2270,1708,2258,1162,818,526,374,2822,3078,2290,1774
feature_10052,0,0,0,0,754,742,588,470,34,378,176,312,12120,9002,9836,6984
feature_10053,2266,1402,1690,1290,9218,10096,5940,9082,324,14626,454,10908,3594,2270,2762,2868
feature_10055,94,978,166,612,530,406,430,492,174,610,86,400,0,406,0,240
feature_10057,464,360,446,158,2562,2000,1630,1474,366,2000,0,1076,15854,14196,13352,9126
feature_10058,76,0,0,64,21934,19802,13602,11774,0,54,0,0,7126,6502,4106,5936
feature_10060,474,554,0,396,3314,3312,3786,3050,0,0,0,0,1648,1916,1430,1838
feature_10063,1022,554,556,370,6306,4098,4340,3182,590,3252,0,2048,12818,8562,8736,4710
feature_10065,134,994,0,696,388,336,484,328,0,0,0,0,3170,3192,2838,2918
feature_10067,230,66,0,0,7334,5806,6470,5858,88,0,0,136,458,400,454,262
feature_10068,0,1490,0,1464,184,210,156,156,150,1786,88,1330,280,214,142,280
feature_10071,242,812,84,628,0,372,290,0,106,578,88,644,458,474,352,394
feature_10073,896,292,542,274,9024,9560,8904,8660,460,560,0,432,126,232,202,0
feature_10074,714,574,654,770,7818,7712,7226,7682,0,0,0,188,3356,5032,2266,3190
feature_10075,0,0,0,0,11170,8648,10410,8442,0,0,0,0,498,672,0,0
feature_10077,0,0,0,0,14252,12102,13842,10162,0,0,0,0,508,662,0,0
feature_10082,2432,1262,1804,800,109490,75318,102268,62374,880,1410,598,1126,129844,123136,110386,95536
feature_10083,456,260,592,254,4184,2790,2434,1536,328,312,268,140,8138,5962,3820,4350
feature_10084,0,0,0,0,1498,1200,1224,988,0,0,0,0,6874,4138,3110,3054
feature_10086,204,306,208,180,3920,2314,3280,2016,116,234,172,276,3514,3822,4024,2776
feature_10087,638,178,336,228,2712,2346,2476,1974,0,0,0,0,4222,3764,3498,3802
feature_10088,0,0,0,0,58042,62382,44000,49944,0,0,0,0,5738,12352,5730,10202
feature_10089,0,0,140,0,5904,4304,4960,3564,0,208,0,0,824,942,908,724
feature_10090,354,190,296,0,2430,4444,1972,3250,284,288,206,338,8884,7520,7620,8264
feature_10091,240,0,0,0,2844,1874,1790,1656,322,1214,0,894,2616,2160,2426,1928
feature_10092,0,0,0,0,1438,15782,1242,2102,0,0,0,0,0,150,302,306
feature_10093,0,0,0,0,2042,3278,2066,2578,0,0,0,0,504,628,96,826
feature_10094,542,0,340,106,6140,4936,5706,4806,0,0,0,0,10692,12454,7996,8528
feature_10097,1418,428,770,546,660,782,426,596,468,1536,364,1228,652,960,818,668
feature_10098,0,0,0,0,40462,39622,41386,36028,0,0,0,128,592,802,0,658
feature_10099,0,0,0,0,46626,45844,47382,44028,0,0,0,0,540,936,596,554
feature_1010,0,350,0,0,1230,728,1270,452,0,1868,96,0,396,0,120,0
feature_10101,0,0,0,0,4816,6330,4310,5404,0,0,0,0,1574,2992,1288,2886
feature_10103,880,408,704,178,148,0,0,0,1066,422,1004,302,0,122,278,344
feature_10104,1678,1226,972,438,924,1008,786,1052,330,426,310,410,2532,2872,1386,1680
feature_10105,190,108,0,0,4770,2408,3274,3230,0,570,0,424,9956,7210,6992,5116
feature_10106,0,90,0,0,4430,4640,3692,3582,0,48,0,0,586,518,614,552
feature_10107,0,90,72,0,2618,3288,1620,3412,0,0,144,0,1552,2974,1964,2930
feature_10108,0,0,0,0,3864,4334,3602,3254,0,0,0,0,3756,3682,3114,3326
feature_1011,1336,640,1052,0,1098,656,730,660,0,0,0,1116,278,282,164,296
feature_10110,208,78,0,0,3262,2208,2626,3174,0,0,0,0,2184,1302,1212,1306
feature_10111,884,794,690,0,6118,6508,4994,4822,1136,1674,1176,1694,662,816,712,870
feature_10114,172,0,0,0,15162,13442,11922,11748,0,64,0,0,748,702,742,624
feature_10115,56,180,0,0,1796,1394,2044,1260,74,0,0,0,3190,4346,3082,3860
feature_10116,204,158,0,0,0,332,340,98,260,150,182,172,5422,5340,4420,3774
feature_10117,0,0,0,0,5028,3610,3170,2168,0,0,0,0,314,284,0,130
feature_10119,84,0,0,0,3664,3984,3030,3228,0,0,0,0,366,222,0,0
feature_1012,1412,604,1168,414,1550,0,0,0,812,2634,278,1210,408,454,448,0
feature_10120,0,0,0,0,5988,4110,3300,2490,0,0,0,0,356,354,208,280
feature_10121,48,66,96,130,344,336,272,302,0,0,86,60,4930,2790,4022,2826
feature_10122,0,966,0,1054,126,0,78,0,178,414,122,468,0,0,0,0
feature_10129,390,124,146,172,3132,2868,2064,2144,74,388,0,224,3378,3598,3378,3490
feature_1013,1102,796,0,438,1290,760,1336,664,386,0,248,938,362,302,608,0
feature_10130,612,362,328,494,3310,2560,2450,1428,212,298,278,144,6564,5818,3440,2578
feature_10131,1822,144,1210,620,57518,45752,54140,36952,660,1292,392,796,85378,79726,73056,68802
feature_10133,0,218,0,118,2854,2334,3326,1562,0,0,0,0,1996,1914,2008,2272
feature_10134,0,0,0,0,1322,1012,2582,4238,0,0,0,0,480,760,766,2638
feature_10136,362,664,684,476,7222,8208,5614,7178,124,446,144,476,6260,7644,5630,9782
feature_10138,830,0,908,606,5864,3686,4884,3260,550,1094,512,836,6510,4798,7970,4720
feature_10139,1280,646,1100,378,410,894,572,928,350,654,358,336,2900,2966,2838,3084
feature_1014,1170,580,668,198,0,588,1280,642,506,1762,234,1312,286,328,150,348
feature_10140,734,262,942,0,2004,1504,1218,1250,810,0,466,288,1836,2646,1646,2268
feature_10141,0,272,0,186,1214,966,540,734,220,0,0,60,6118,8934,6084,5998
feature_10142,818,384,264,372,144,216,178,218,244,106,0,186,1634,1128,1440,1114
feature_10143,0,0,0,0,4756,5928,3908,4492,0,0,0,0,1442,3098,1116,2668
feature_10144,0,0,0,0,2302,2914,2022,2016,0,0,0,0,636,468,310,212
feature_10145,1858,940,1336,680,2104,3874,2366,1984,616,1018,658,436,2090,2870,1668,2028
feature_10147,0,0,0,0,48166,48160,46350,40154,0,150,0,0,1010,1596,778,1038
feature_1015,612,226,502,382,2510,2104,2002,2820,2730,730,2618,620,2142,1574,1532,1214
feature_10153,414,406,304,0,0,0,0,0,7072,1008,4268,806,0,0,0,0
feature_10156,0,0,0,0,0,912,0,434,0,0,0,0,5240,11294,4764,8940
feature_10159,0,1744,0,1544,278,304,192,300,0,1416,0,1568,146,178,342,174
feature_10167,0,80,106,0,390,460,256,646,0,82,0,0,5740,8340,5004,7328
feature_10168,0,0,266,0,1278,740,966,874,174,212,74,192,7066,3224,4156,3176
feature_10169,3612,1776,2956,1094,376,330,260,250,432,142,678,0,654,1022,514,792
feature_10170,4890,3138,3706,3140,4340,5284,3314,3700,1376,6546,1304,6774,9590,7952,8240,9070
feature_10171,142,0,0,0,2358,2976,3004,2694,0,64,0,0,7844,9624,7106,7486
feature_10179,0,0,48,0,31864,30996,25070,24036,0,224,0,150,1778,1878,1326,1388
feature_10183,106,0,0,0,3048,2598,3120,1804,0,0,0,0,550,214,374,270
feature_10186,0,0,66,0,1394,1158,0,958,72,0,0,106,4964,1564,3990,1912
feature_10187,0,0,0,0,3254,3498,2840,2858,266,156,116,216,2140,2198,2366,1996
feature_10189,0,0,0,0,3112,1716,2668,1712,114,0,0,0,2440,1806,2286,1360
feature_1019,0,0,0,0,2952,2006,2502,1808,0,174,0,274,0,0,0,0
feature_10195,0,966,122,518,240,152,104,128,72,402,56,584,0,290,174,256
feature_10196,0,0,0,0,0,582,0,350,0,0,0,0,3600,6230,4162,4852
feature_10201,0,0,264,0,6956,4242,5510,4024,0,126,96,0,2434,2458,1462,2076
feature_10203,0,142,210,0,3950,3170,3780,2450,0,0,0,0,1510,1686,1276,1176
feature_10205,0,1374,0,1158,0,366,236,458,0,1062,0,1208,362,284,314,342
feature_10206,512,168,326,0,834,906,538,748,454,0,704,0,830,1122,864,1146
feature_10207,186,86,216,98,2616,2698,2448,2592,0,178,0,170,2478,2758,1914,2446
feature_10209,1230,858,1098,674,3900,3170,3250,3714,388,962,324,508,1664,1282,0,1560
feature_10214,2454,1232,1240,868,5014,4094,3776,4004,408,872,280,1062,1878,2450,1982,1938
feature_10218,198,650,208,598,880,458,654,332,290,520,0,600,380,414,326,338
feature_10220,544,8768,0,8196,1874,1448,2098,1570,0,11186,390,8834,1720,2572,1280,2220
feature_10221,0,316,0,0,2032,1516,1514,1720,0,0,0,176,4260,4710,3078,3560
feature_10225,0,0,0,0,1692,2628,2520,4112,0,0,0,0,1298,1832,832,2578
feature_10226,0,0,0,0,4734,3844,4160,2580,0,0,0,0,2562,1876,1706,1228
feature_10227,108,0,0,0,3028,3836,2286,3564,0,0,0,0,2300,3234,1566,3164
feature_10229,224,70,0,140,2986,2566,2720,2850,478,126,420,0,0,0,0,0
feature_1023,404,0,494,0,568,0,0,0,1172,882,1326,256,0,292,0,0
feature_10231,998,804,760,634,1082,994,416,856,2684,876,1648,538,302,308,78,308
feature_10233,0,0,0,0,3520,3970,3176,3148,0,0,0,0,2030,1846,1402,1678
feature_10234,488,84,348,0,3786,1328,3114,1042,0,0,112,74,4534,3538,3140,1960
feature_10235,146,0,0,100,1158,1558,1462,1408,216,0,0,0,4986,4034,0,0
feature_10236,0,0,0,0,606,564,424,466,66,0,0,0,3084,1762,2036,1138
feature_10245,1588,1406,1464,754,0,440,466,0,3402,6634,2418,6704,0,158,306,0
feature_10248,0,1596,0,1526,368,460,332,704,170,1304,0,1134,356,410,346,504
feature_10250,136,1560,110,1236,326,274,194,326,0,1044,0,1270,242,382,212,446
feature_10252,146,292,198,284,1220,1112,846,1476,0,78,0,174,2270,3394,2772,3338
feature_10258,0,0,0,934,132,294,312,190,102,974,0,1256,292,330,536,596
feature_10263,0,0,0,0,3026,2622,2208,2076,0,0,0,0,1304,2258,1182,2074
feature_10267,70,86,0,0,0,834,0,554,0,0,0,88,24898,18660,17314,12364
feature_10268,0,0,0,0,80,306,72,0,0,0,0,0,8506,7224,6052,5350
feature_10270,0,0,0,0,1258,1030,1466,1102,0,118,0,50,3358,3276,2722,2268
feature_10271,0,0,0,0,6910,6646,6114,5508,130,0,0,0,172,0,414,0
feature_10272,154,0,82,0,16308,5634,3890,10816,68,0,0,0,776,726,612,466
feature_10273,342,252,0,0,4330,4568,4698,4782,0,238,0,0,6988,8686,5194,8060
feature_10275,0,156,98,112,4230,3176,3272,2974,90,166,76,290,1700,2174,1266,1560
feature_10276,0,52,0,78,4740,3124,3744,2168,0,370,0,182,2482,1532,1922,1416
feature_10279,294,98,182,200,5028,4324,4112,4202,154,246,86,0,3636,2532,2424,2146
feature_1028,1128,384,1128,1314,0,0,0,0,0,78,88,58,0,0,1044,3564
feature_10280,942,470,848,458,0,596,426,448,336,1168,266,988,1092,1292,692,1070
feature_10282,66,0,114,84,468,686,454,696,0,0,0,0,5060,3470,3900,3268
feature_10285,2044,1698,1496,734,2012,1724,1186,1554,1598,914,790,368,3282,2238,2466,3008
feature_10286,330,1074,494,828,1502,1072,1316,1048,896,1914,0,1220,5818,5982,2900,1962
feature_10288,208,224,190,110,766,994,554,578,430,500,0,148,13424,13402,8546,9508
feature_10289,0,0,0,0,1680,1474,2198,1492,0,0,0,0,3772,2560,2512,2830
feature_10290,68,66,132,0,0,340,230,388,164,88,86,0,5056,5154,4208,4128
feature_10291,0,152,56,102,0,0,0,0,0,0,0,0,4254,2302,2640,2400
feature_10295,0,256,186,0,1714,1950,2086,1808,0,344,0,0,2702,4036,2420,3476
feature_10296,1156,1454,930,910,0,90,0,0,6542,2448,4068,1178,0,0,0,0
feature_10297,0,0,0,0,3096,4992,2668,3518,0,116,0,108,2318,3830,1818,3598
feature_10298,0,0,0,0,20940,18658,16082,14678,0,0,0,0,0,0,0,268
feature_10299,15238,4742,8834,3762,1244,1708,1130,1466,324,1328,284,1964,12122,19898,10130,18400
feature_103,638,546,806,710,1216,822,948,578,1408,728,1376,1068,614,388,474,668
feature_1030,412,0,0,310,2792,2598,2904,2760,192,358,70,346,1838,2708,1944,2220
feature_10300,252,354,0,316,2960,1848,0,1744,0,678,280,590,6978,3726,4796,3884
feature_10302,0,0,0,0,0,628,0,614,0,0,0,0,5248,9384,4066,8844
feature_10303,0,90,0,0,480,3024,158,2550,0,0,0,204,20948,42432,22140,42064
feature_10305,316,154,116,0,3120,3020,2758,2492,78,0,0,0,2516,1754,1364,1004
feature_10306,958,0,1200,210,694,1354,690,1050,0,262,0,0,2400,5184,1932,3320
feature_10307,2826,712,2098,486,27056,9082,21292,5378,496,488,0,270,30902,19034,19548,12962
feature_10309,140,130,238,0,0,0,184,0,0,326,0,270,5862,5762,4070,6408
feature_1031,0,0,0,0,1600,2882,1682,1574,0,0,0,0,0,150,372,420
feature_10310,254,260,278,0,0,220,0,0,2734,742,1794,604,0,212,0,0
feature_10311,160,0,0,98,2364,3316,2218,2702,0,0,0,0,2302,1706,944,1616
feature_10312,0,0,0,0,11822,9106,18338,19554,0,0,0,0,364,414,0,1146
feature_10315,0,0,0,0,372,708,0,0,0,0,0,0,3512,7250,4240,6046
feature_10316,0,196,0,0,316,1696,290,1320,0,0,0,0,11684,19124,11042,17902
feature_10319,418,118,338,0,13496,9378,8766,7716,326,802,0,1040,5208,4876,4110,3790
feature_10322,228,316,186,122,7880,8104,7510,6234,258,0,154,88,950,1048,726,688
feature_10324,858,766,868,486,564,0,572,466,254,2238,86,1998,850,938,718,990
feature_10325,0,216,0,136,1918,2598,2522,3406,112,224,0,160,9870,6746,7980,8514
feature_10326,0,0,0,0,190,464,166,612,0,0,0,84,8932,4676,5850,4274
feature_10328,0,0,70,0,0,536,222,0,0,0,0,0,7850,6820,7560,4764
feature_10330,344,0,198,212,372,524,376,316,0,0,0,1176,1586,902,6300,1138
feature_10331,0,0,0,0,3178,3170,2648,2100,68,60,0,78,1600,1270,1440,1184
feature_10336,58,0,0,0,480,326,422,406,0,0,0,0,7100,4086,4392,2662
feature_10337,1054,816,948,402,914,952,1200,1266,918,930,546,464,898,1194,934,1758
feature_1034,2386,0,0,782,3824,0,1560,2554,2072,5478,1002,3664,4378,0,0,0
feature_10342,4454,3434,3416,2588,774,1034,426,550,9266,1180,5364,908,4462,1510,316,2404
feature_10343,117336,77666,96360,51056,164978,194376,163148,175190,74598,85666,47098,55660,5702,6404,5652,4010
feature_10345,2418,2396,2662,1468,786,1660,1288,1718,2600,3110,1940,1918,0,0,0,0
feature_10346,0,0,0,80,1262,1954,1424,1262,0,0,0,148,3248,5276,2744,4990
feature_10347,354,0,0,156,2654,3002,2496,2864,374,94,238,50,0,504,0,170
feature_10348,0,0,0,0,0,1874,0,1230,0,132,0,0,41132,33372,34276,29074
feature_10350,1238,446,958,230,380,454,474,300,804,192,636,270,230,412,168,370
feature_10351,0,0,0,0,2776,2170,2040,1832,0,0,0,0,998,938,892,740
feature_10352,0,0,0,0,0,0,0,0,0,352,0,176,49252,38516,40350,32622
feature_10357,0,1576,0,1286,0,492,0,352,0,738,0,454,5818,11734,4880,10084
feature_10358,0,0,168,0,3676,3716,3556,3144,0,0,0,0,1814,1790,1132,942
feature_10359,0,0,0,0,12390,12838,21048,19612,0,0,0,0,0,0,298,1606
feature_10361,0,554,0,0,424,5014,976,3532,0,690,0,528,115984,93516,92632,74624
feature_10362,0,0,0,0,86,476,0,308,0,0,0,0,2602,2850,3830,3100
feature_10363,0,264,0,0,636,2160,0,2044,0,0,0,0,42484,33250,36720,24670
feature_10366,0,166,0,0,224,2690,338,2542,0,202,0,250,16686,38184,14958,36448
feature_10372,0,1268,84,1128,156,484,116,244,0,1240,0,1102,0,330,0,298
feature_10374,390,816,542,462,250,148,160,274,1612,808,1190,504,150,106,0,144
feature_10379,140,1174,124,764,164,502,458,180,0,914,0,824,0,142,0,246
feature_10382,0,0,0,0,5328,5288,7802,4584,0,494,0,252,11052,14866,8804,10144
feature_10383,130,102,92,0,7584,8240,6536,6876,164,0,0,0,3098,2490,3130,2480
feature_10385,114,138,126,114,1372,1434,1418,1272,376,0,294,94,14464,9710,9944,8952
feature_10389,138,208,0,126,612,1894,650,1832,0,0,324,0,50132,36922,35790,26754
feature_1039,1220,662,1040,534,202,0,0,232,276,5362,0,2388,0,0,0,0
feature_10390,0,0,0,0,0,200,0,100,0,134,0,0,2644,2530,2356,3120
feature_10392,58,0,0,0,604,1378,710,1022,0,0,84,0,5020,4774,5180,5666
feature_10394,146,436,180,124,654,782,750,590,0,0,0,114,5430,4584,3236,4090
feature_10395,4334,1444,3008,1282,408,578,158,274,334,816,274,866,596,692,804,1156
feature_10396,438,0,116,240,2248,3398,1456,2512,0,86,0,114,4724,7858,3348,9334
feature_10398,2858,3228,2006,1570,1384,5140,1188,1170,15554,1104,1864,788,0,0,0,288
feature_10402,0,0,0,0,590,596,262,484,0,0,96,0,3412,2176,2476,2794
feature_10404,0,0,0,0,426,474,304,186,138,0,70,0,6122,4172,4126,4580
feature_10406,2026,1454,2424,1264,3770,4866,3962,4228,2130,2218,1110,1652,816,606,514,350
feature_10409,0,0,0,0,9068,7814,7410,5968,0,0,0,0,742,534,378,686
feature_1041,0,0,454,124,1230,1158,1014,1152,0,0,0,0,2056,2252,2090,3436
feature_10411,0,0,0,0,426,540,220,344,0,0,0,0,1800,3986,1352,3110
feature_10412,0,0,0,0,2654,3096,2200,2504,0,184,0,110,5992,6418,5980,5870
feature_10415,0,0,0,0,2922,1956,2118,1730,0,0,0,0,4286,2824,3168,3096
feature_10417,638,352,434,468,112,222,114,132,84,3938,0,4336,504,220,346,250
feature_10424,114,1026,0,1302,494,220,450,636,0,872,188,798,368,308,180,0
feature_10427,0,660,0,656,120,322,142,0,0,616,0,380,104,336,136,202
feature_10429,200,1398,110,1224,330,416,514,372,98,1184,0,980,370,286,346,484
feature_1043,5002,2890,3462,2700,3424,1734,2286,1610,750,2828,688,3050,164,340,190,232
feature_10434,0,0,0,0,0,294,58,188,226,56,0,0,8984,4196,8566,4768
feature_10435,0,1562,78,1388,468,478,444,782,68,1310,74,970,0,576,0,572
feature_10437,530,328,478,290,138,114,384,0,0,1538,0,1778,558,768,280,450
feature_10438,228,62,236,0,1538,1618,998,1478,0,234,0,0,3608,2114,2696,2198
feature_10442,0,98,256,0,2928,2738,2444,1304,0,138,0,148,9894,9584,7868,10998
feature_10443,0,284,290,0,19508,18678,18270,17328,322,0,0,178,15162,11614,12958,7816
feature_10446,0,54,82,0,5320,4932,3958,3572,0,116,0,0,4380,2712,3738,1786
feature_10448,0,3716,248,2268,762,804,680,1186,222,1626,406,1576,842,1582,750,966
feature_10449,0,138,0,0,1072,2660,1156,2104,0,134,0,114,74900,49818,57342,40772
feature_10450,324,476,0,64,420,408,564,464,2740,702,2852,452,1248,2228,1058,2312
feature_10451,0,2558,140,1374,510,0,444,440,0,0,0,320,8072,18342,6564,15598
feature_10453,3368,2622,2586,2006,0,0,0,0,4070,654,2270,686,0,0,0,0
feature_10455,258,240,272,0,16986,17152,14168,13840,254,140,0,386,20186,17628,15888,11702
feature_10457,420,490,582,0,38850,38574,42396,37920,0,660,276,462,50064,38970,35510,28548
feature_10464,1586,1102,1368,784,0,0,0,0,0,1366,84,978,0,0,0,0
feature_10465,80,78,0,0,0,1556,0,1466,0,144,0,0,9642,20224,8760,20680
feature_10468,0,338,0,238,1004,9094,950,8064,0,172,0,0,59718,126416,56396,129928
feature_1047,0,0,42,0,2230,2724,1312,2066,0,0,0,0,1184,936,838,906
feature_10471,1614,638,1124,552,520,0,582,0,2292,622,1662,858,588,0,0,424
feature_10472,0,0,0,0,0,0,0,346,0,0,0,0,4258,2610,3434,2626
feature_10473,968,1252,1312,808,896,1916,924,1648,532,1736,334,1372,100,0,0,126
feature_10474,0,154,0,0,922,1394,0,1242,0,132,0,0,25658,17848,17638,13366
feature_10476,0,0,0,0,640,1162,682,908,0,130,0,70,15772,12682,11588,12742
feature_1048,11610,5044,8772,1762,0,892,0,1252,8748,30760,5588,11408,112,0,0,0
feature_10480,0,0,0,0,354,558,0,0,0,0,0,0,5610,4078,4020,3204
feature_10481,0,234,0,96,16870,15096,14790,13836,0,224,0,116,40422,34214,28268,30624
feature_10482,2114,490,1386,520,614,680,628,678,1644,646,1394,574,864,582,902,560
feature_10484,0,0,0,0,362,534,494,342,0,0,0,0,8264,10066,6180,6552
feature_10486,72,0,178,0,6098,6044,5484,3946,0,0,0,0,15444,12690,10420,9978
feature_10487,2472,1780,1618,1626,2358,3286,1854,2566,280,586,220,566,3146,4576,2858,3884
feature_10488,72,122,0,0,524,662,174,432,0,0,0,218,7456,9504,5440,4018
feature_10489,0,108,0,0,244,460,470,400,128,0,0,0,5940,3840,5348,2802
feature_1049,0,0,0,0,2266,1816,2044,1548,0,212,0,0,4816,2858,5090,2098
feature_10490,8824,3880,7576,4106,2580,2722,1752,2134,750,720,434,984,0,0,0,414
feature_10493,2620,1246,1860,1024,43398,43324,34292,33894,560,1570,0,1260,58808,51892,46232,39914
feature_10494,306,178,374,0,4952,5558,4808,4222,108,0,0,0,8692,7272,6492,5724
feature_10496,0,0,0,0,45672,45150,30840,29272,0,0,0,0,974,766,794,730
feature_10497,120,0,62,0,6206,6744,5820,3958,302,0,0,0,8918,13852,12668,4324
feature_10498,1050,580,1038,502,94,74,118,204,1078,816,838,732,74,80,0,0
feature_10499,124,76,0,0,6496,5650,5538,4534,0,0,236,0,8430,6320,6294,4472
feature_1050,13656,4622,12626,3182,0,1228,908,1132,15678,34074,7898,18104,396,0,272,582
feature_10500,320,274,344,0,7292,8024,5912,6290,248,440,0,0,27268,22984,20318,18764
feature_10503,1882,1610,1456,1516,718,700,582,794,2594,986,3316,1288,278,472,338,488
feature_10505,3270,2174,1322,1112,962,922,474,466,10108,614,8598,546,320,0,0,218
feature_10506,1112,996,714,520,2192,1528,1026,1402,4318,404,3170,474,1142,892,694,954
feature_10507,716,744,424,480,460,410,298,388,1584,274,1022,222,458,380,342,322
feature_10510,7448,3408,4974,3142,218,308,254,170,982,456,798,344,350,178,116,136
feature_10511,3366,3370,2634,2100,1686,1478,1300,1562,7158,1776,5936,1890,642,812,798,876
feature_10512,2802,3356,2090,2414,1812,1740,1290,0,8028,1500,5424,1704,984,878,1264,754
feature_10513,898,458,114,0,1382,876,1296,1004,0,0,0,0,0,0,0,0
feature_10515,0,0,0,0,0,584,0,544,0,0,0,0,7892,5846,6552,6522
feature_10517,538,378,326,318,0,106,0,0,0,3036,0,2624,0,114,120,0
feature_10518,0,58,78,0,0,950,148,960,0,178,0,282,5116,10072,4744,9500
feature_10519,0,0,0,136,290,760,0,554,0,132,0,60,11958,9860,8272,9802
feature_10520,0,0,0,0,0,862,0,360,0,0,0,0,8960,10276,8942,10008
feature_10522,0,452,0,320,1186,4608,1248,4860,0,894,0,622,82066,82262,69824,83054
feature_10525,458,406,252,144,4942,4486,3510,3490,0,0,0,0,5868,5078,4322,5284
feature_10527,0,136,248,0,6334,7234,5854,5446,0,130,0,104,6364,4970,4736,4490
feature_10528,102,0,0,0,620,618,540,460,0,0,0,0,18608,20412,15006,16476
feature_10531,360,560,370,1058,336,1532,304,1500,162,348,0,418,18040,16032,13672,16868
feature_10534,0,0,62,0,0,128,146,0,0,0,0,0,3554,2886,3628,3182
feature_10536,0,136,0,84,888,2770,794,1946,0,272,0,206,77666,64324,52036,50940
feature_10539,82,0,0,0,402,444,326,382,0,0,0,0,4650,4200,3162,3466
feature_10540,1666,970,1086,762,408,254,242,280,116,5520,114,4810,852,516,286,632
feature_10541,0,76,0,0,466,652,364,566,172,0,0,0,6668,10682,5960,9204
feature_10542,886,198,590,0,1426,1214,2128,1254,904,230,528,232,1122,1068,830,836
feature_10544,0,400,0,256,394,1246,0,932,0,700,0,584,11126,12246,7982,11254
feature_10547,48,0,76,0,226,408,436,238,0,102,0,248,5832,5108,4432,5814
feature_10548,3628,2726,3820,3066,650,846,700,886,520,1586,660,1706,1974,2724,2100,2704
feature_10549,0,0,0,0,6416,9100,6454,7084,0,204,0,0,5986,5392,4630,4906
feature_1055,1002,496,896,0,1418,1442,1272,1098,0,522,220,0,1610,2632,792,1126
feature_10550,0,0,0,0,0,0,0,130,0,0,0,0,6598,3682,4852,3118
feature_10551,144,156,116,316,0,0,0,0,178,458,138,78,7834,7150,4170,5798
feature_10552,2238,770,1492,876,878,864,648,812,86,278,0,266,4420,4532,2848,3818
feature_10554,117794,53466,71578,43040,14500,16952,11922,13428,5454,17626,4852,18380,114366,122246,82454,125346
feature_10557,0,0,0,0,302,592,0,562,0,0,0,152,7594,7778,4674,6580
feature_10562,2588,2376,2232,2334,1658,2160,1782,2232,1702,1418,958,1932,0,0,0,0
