feature_id,group1_1,group1_2,group1_3,group1_4,group2_1,group2_2,group2_3,group2_4,group3_1,group3_2,group3_3,group3_4,group4_1,group4_2,group4_3,group4_4
feature_4460,0,0,0,0,0,1660,1204,1322,294,0,0,0,3924,4460,2798,2270
feature_4461,2658,1540,1982,918,1776,2280,2690,2000,1272,1312,738,1140,5800,7668,5704,5426
feature_4463,464,184,384,0,1274,1698,2010,1732,0,0,0,0,2468,4474,1526,2420
feature_4464,1210,1146,1530,702,1704,0,1402,0,982,1164,624,592,0,330,930,0
feature_4466,798,844,552,582,258382,243942,252180,254314,2014,608,1602,380,200330,162566,172886,163572
feature_4468,0,110,0,0,1704,1612,1456,1360,0,152,0,0,23460,20762,18872,11920
feature_4469,0,0,0,0,670,602,514,764,0,0,0,0,8396,6966,6332,4720
feature_4470,956,518,984,466,3382,3684,3300,4518,724,496,528,442,2294,1620,1918,1686
feature_4472,0,0,0,0,3968,3438,3616,2266,0,0,0,0,1548,1000,874,860
feature_4475,0,336,756,252,2398,2422,2248,2102,188,0,0,140,3842,7656,2912,5824
feature_4476,822,82,1008,336,494,716,440,734,486,546,454,380,652,192,0,398
feature_4477,0,0,0,0,6968,7828,7390,7048,0,0,0,0,5200,4166,4834,4420
feature_4478,94,0,0,0,4014,4294,3532,2482,156,0,0,0,2720,1606,1560,1418
feature_4479,0,0,0,0,4838,4994,3632,4988,0,0,0,0,4248,3734,3506,3528
feature_448,1124,1278,874,482,492,1072,3158,5784,262,1380,254,2392,530,1380,3876,3130
feature_4482,0,688,0,352,12156,13424,12476,12394,1188,0,1058,316,12298,11580,12580,12026
feature_4483,0,0,0,0,2604,3184,2420,2428,0,0,0,0,2240,0,1304,0
feature_4486,2576,930,1436,532,1078,1080,878,504,224,432,58,130,1330,2444,1084,1732
feature_4490,5524,2956,4322,1960,2196,2398,1760,1298,294,514,272,344,1474,2312,1138,1630
feature_4491,410,0,198,0,2298,3186,2414,2014,0,0,0,170,2396,4724,1740,2920
feature_4492,706,654,544,518,972,2654,1238,3740,98,258,0,204,1666,814,1496,0
feature_4493,998,654,994,400,8940,7070,6870,5072,0,628,0,194,8534,15298,5124,13088
feature_4494,552,318,296,0,792,658,868,588,0,286,0,222,5128,5670,4926,3548
feature_4495,0,144,226,144,1548,1962,1308,1714,0,0,0,0,2360,3960,1386,2686
feature_4497,304,0,240,0,1350,1136,1010,1214,306,324,138,242,3476,2974,3374,2526
feature_4500,184,214,52,126,4704,3266,2608,3560,288,626,220,476,1546,2000,1514,1790
feature_4501,0,0,0,224,3248,2752,2880,2200,0,0,0,0,2616,5284,0,5124
feature_4505,664,590,708,476,0,634,100,766,1160,6760,818,5208,652,428,538,0
feature_4507,0,0,0,0,1742,1416,2102,1862,0,0,0,0,1430,4408,1346,4454
feature_4509,710,0,120,102,2084,1588,1698,1316,0,0,0,0,8552,11056,6302,7346
feature_451,962,614,972,552,0,2110,2144,2694,134,1374,246,466,822,2722,3478,3862
feature_4513,0,0,42,0,1438,3282,1832,1880,0,0,0,0,1234,1226,0,978
feature_4514,1736,1302,1226,582,2840,3108,2040,1980,0,268,0,0,3890,2682,2090,2280
feature_4515,106,240,0,0,2496,6504,2464,3374,0,0,0,0,2044,3272,1206,1776
feature_4516,988,0,726,230,1962,2764,1818,1488,0,0,0,0,2362,3530,1508,2674
feature_4517,176,0,288,0,796,810,1050,1004,96,188,0,264,3386,2662,0,2084
feature_4519,0,200,0,0,0,998,1236,958,0,0,0,0,1576,3144,1166,1712
feature_452,1540,906,862,0,1502,1746,2238,438,1606,418,0,0,2082,1548,0,0
feature_4525,2556,2018,1904,0,0,248,0,0,578,2476,384,1100,1826,1326,1940,1090
feature_4526,0,0,0,0,5246,4746,4540,5432,132,108,0,98,760,800,732,794
feature_4528,0,96,0,0,738,718,1052,526,0,2278,0,1524,472,0,394,0
feature_4529,0,0,0,104,4436,2520,4424,2018,0,0,0,0,3284,4148,2364,2620
feature_453,520,690,102,464,0,116,804,2344,0,1658,0,1144,0,1380,1764,1030
feature_4533,1480,742,1332,450,2160,2198,1592,1314,0,0,0,0,4078,6394,2656,6110
feature_4536,0,0,0,158,3846,2670,5332,4634,0,0,0,0,0,618,650,894
feature_4538,66,0,0,0,1404,1536,2658,2686,0,0,0,102,0,400,418,536
feature_4539,172,0,274,0,246,0,0,262,1240,672,872,328,138,132,0,0
feature_4542,0,0,0,92,1976,1920,1686,1908,0,0,0,0,2782,4902,1354,3846
feature_4544,590,0,0,0,7344,6846,7788,5050,716,674,0,434,17640,21712,16550,14544
feature_4545,0,0,0,0,1592,1280,2066,1350,114,426,70,412,4040,3802,4044,5014
feature_4546,1304,672,1142,518,2914,2616,2212,2282,570,888,494,808,3954,4692,3998,3952
feature_4549,2054,1150,1752,662,3802,5518,3484,4132,786,1628,906,1008,7528,6338,6318,5828
feature_4554,452,676,526,384,2804,2916,3042,2002,0,0,0,0,2588,7234,2364,4704
feature_4556,374,0,366,0,2336,1866,2236,1798,0,0,0,320,3172,3454,2824,2372
feature_4561,732,560,418,368,4950,5026,3712,3042,0,260,0,0,3500,9528,2890,7754
feature_4565,942,0,576,242,4308,3722,5340,2638,350,552,132,468,5466,6124,6438,4088
feature_4566,7262,3584,6052,2148,67502,58504,65032,42892,2952,7198,2118,3760,91052,87136,79172,61712
feature_4568,384,332,378,226,3802,3582,4280,2448,0,570,0,390,5828,5456,3954,3912
feature_457,17592,13068,14800,12452,1782,1662,3154,4246,2218,1974,2014,1362,1586,4524,3902,6688
feature_4574,414,698,552,328,43446,35064,32664,31370,320,0,214,0,14144,9888,16192,14564
feature_4576,0,0,0,0,6588,5994,6110,5130,0,0,0,0,2890,2414,3080,3024
feature_4577,290,312,226,0,186,0,0,0,1090,464,756,504,0,0,0,0
feature_458,1124,942,1024,288,4108,5554,7720,15156,420,434,158,404,4690,12422,15164,12538
feature_4580,0,0,0,0,3394,3236,2610,2998,0,0,0,0,0,0,1298,1506
feature_4584,0,0,0,0,10048,7824,7444,6902,0,0,0,0,3442,1972,5230,2976
feature_4585,758,738,1072,452,326,244,80,0,2106,1532,1508,842,156,122,202,0
feature_4586,0,0,0,0,3008,2118,1762,1962,0,0,0,0,0,1020,1124,1418
feature_4588,0,0,0,0,7812,6968,6880,6236,0,0,0,0,2620,2124,2576,2392
feature_4589,0,0,0,0,2042,1544,1320,930,0,176,0,0,2972,3298,2718,1794
feature_4590,70,0,0,0,6988,5664,5694,4888,0,0,0,0,2108,1668,1120,2724
feature_4591,620,0,300,0,2648,3582,2636,3410,0,0,0,0,3558,6690,3654,6126
feature_4592,0,0,0,0,7392,7572,7004,6918,194,56,76,0,5284,4770,5116,4350
feature_4596,1412,644,978,318,3214,2436,2158,1908,0,0,0,206,4560,9072,3838,9148
feature_4597,708,332,566,234,5152,5024,4430,3158,0,310,0,0,6212,8990,4010,7018
feature_4602,616,258,376,0,1242,3064,2254,2290,0,0,0,0,1822,3390,1916,1818
feature_4603,884,548,734,550,586,1046,1200,1008,0,690,222,518,1962,3722,1724,2672
feature_4606,686,0,0,0,3150,3260,2412,2448,0,186,0,0,2528,3174,2254,2702
feature_4607,768,494,512,256,2208,1896,1722,1812,0,126,0,82,2900,5432,2162,3770
feature_4608,1008,480,852,298,4268,4584,3002,2608,0,0,142,140,5308,9942,3468,7376
feature_4612,542,300,534,0,2160,1824,1512,1644,0,0,0,0,2240,3994,1252,3354
feature_4613,110,0,0,0,4690,5736,4900,4904,134,584,0,392,2630,1786,1658,1232
feature_4616,802,206,0,166,1576,2444,2844,2308,730,728,0,340,0,0,0,0
feature_4619,628,474,428,0,2800,1978,2042,1446,0,0,0,0,2864,5428,2136,3506
feature_462,4242,1986,1426,150,0,1660,458,1328,1154,1152,84,92,0,6544,5520,420
feature_4620,0,0,0,0,4278,2702,3156,1646,0,152,0,196,5286,5346,4916,4432
feature_4623,452,0,0,98,2980,2246,2022,1912,0,196,0,178,2394,1028,1300,4994
feature_4624,510,758,594,0,16612,10782,14604,8256,224,0,216,488,19804,24798,19000,17968
feature_4627,198,0,244,174,4382,3416,4306,2568,164,230,0,0,6460,5708,5340,5500
feature_4630,682,406,1050,452,8760,8652,8110,6260,918,798,592,0,0,0,0,722
feature_4634,0,0,0,0,4146,3268,3220,2190,0,0,0,0,5162,4564,3236,2386
feature_4635,2816,1258,1564,680,24226,26076,17272,12618,1952,880,1190,708,14048,9008,7904,5696
feature_4637,0,0,0,0,3326,3498,3162,2750,0,0,338,230,318,248,146,0
feature_4639,532,224,586,216,4688,3458,3002,3138,80,168,0,0,4846,6682,4314,5352
feature_4640,548,330,282,0,4378,4008,3228,2514,0,0,0,176,6948,9350,5312,7008
feature_4641,616,476,486,220,6368,5158,5152,4362,0,302,0,346,6134,13566,4462,10320
feature_4642,1234,388,560,396,2036,1980,1520,1406,328,472,288,406,2010,1986,2098,2010
feature_4643,0,0,0,0,12826,9628,11310,6774,0,0,0,88,13448,11860,10498,7004
feature_4644,254,272,266,0,3388,2778,2152,2270,0,202,0,0,3718,5940,2870,4630
feature_4645,632,0,314,156,3802,2550,2976,2056,0,0,0,0,4598,5446,0,4406
feature_4646,350,348,206,262,2000,1758,1980,1580,0,404,0,244,3014,3252,2204,2136
feature_4647,0,0,0,0,9476,2626,9048,2290,0,0,0,0,2212,1384,1354,1096
feature_4649,1144,648,742,516,1020,728,646,636,122,328,0,370,1446,1090,1364,1666
feature_4650,874,318,408,0,2052,1562,1370,1484,0,0,0,0,3024,4626,1776,4124
feature_4652,0,0,368,0,2434,1826,1560,1448,0,0,0,0,2806,3456,1396,3580
feature_4654,748,0,534,204,3452,2762,1910,1724,112,218,0,0,2816,6048,1892,5136
feature_4656,768,562,1072,0,4782,3078,3392,2804,56,192,0,250,4774,10784,3584,9382
feature_4664,1236,0,1218,496,458,0,380,540,180,704,936,458,1246,1034,330,0
feature_4665,1972,1124,1728,308,1766,646,1580,524,1150,0,824,684,2758,1918,2388,1702
feature_4670,558,624,320,486,36212,38900,29064,31294,344,2020,412,1506,5416,6832,4268,6892
feature_4672,0,0,0,0,2090,1598,2754,1534,0,0,0,0,336,0,254,0
feature_4677,302,234,0,0,1120,1376,922,806,0,0,0,0,1624,3050,1034,3324
feature_4683,0,0,0,0,19534,8772,12960,5752,1622,738,0,0,22274,11030,17746,8916
feature_4685,2408,1396,2198,800,0,0,0,0,0,314,0,0,0,0,0,0
feature_4686,0,0,0,0,2394,1758,2344,1150,0,202,352,126,3898,2450,3262,1212
feature_4689,0,0,0,0,8138,6602,7640,3028,772,320,676,254,11116,5372,9706,4020
feature_4691,2358,888,952,410,6860,6046,4592,3974,0,0,0,0,2064,1554,1132,0
feature_4692,2122,1428,1628,964,210,0,0,0,0,620,0,0,724,0,0,566
feature_4695,0,364,0,366,1060,0,908,0,3512,5044,1922,2218,356,0,378,0
feature_4699,434,196,396,132,1424,1092,1008,772,0,104,0,0,0,3928,1542,3718
feature_4709,2196,1138,1414,858,586,352,722,336,1046,3762,714,2538,2372,2052,2086,2332
feature_4710,218,0,0,0,0,552,586,0,0,0,0,0,7344,7618,6120,4644
feature_4711,774,538,612,0,4284,2790,2598,2624,382,408,118,262,4886,12160,3056,8862
feature_4712,3386,0,2790,718,3668,2378,3852,1954,1260,10306,0,4258,2096,1914,2042,998
feature_4714,718,212,490,134,1634,2012,1902,2044,276,1390,112,708,456,400,278,318
feature_4715,180,126,156,0,3468,1844,3316,1560,472,860,0,116,1616,1278,1358,876
feature_4716,1040,904,1222,414,884,680,946,408,654,3780,0,1572,1004,692,540,0
feature_4717,1704,1056,1402,174,1990,1584,2382,1390,646,5892,338,2436,902,950,0,596
feature_4718,2236,1020,2120,646,1044,600,814,0,0,7908,608,3202,1036,0,760,582
feature_472,1458,1302,1772,1196,0,0,0,0,0,0,382,118,0,0,0,252
feature_4722,282,322,158,0,1040,724,518,0,0,0,0,0,7288,7272,5994,4778
feature_4723,630,632,470,0,1396,1068,1244,578,510,2032,0,938,870,254,656,192
feature_4724,644,194,634,266,2316,2040,1926,1708,100,740,0,704,414,310,398,476
feature_4725,974,762,792,0,3102,1910,2816,1320,850,4518,252,1822,1558,1314,1726,1242
feature_4726,396,206,354,98,2148,1724,1898,1072,68,0,182,0,2658,5254,1820,4908
feature_4729,0,0,0,0,20474,20660,19966,17982,0,0,0,0,3312,4004,2652,3964
feature_473,166,428,670,436,202,334,226,970,374,1172,776,1628,176,94,474,458
feature_4730,0,0,0,0,8338,7880,8416,7260,0,0,0,0,1208,1896,990,1858
feature_4732,474,288,514,50,9052,9602,7680,8716,0,220,0,0,732,1232,536,1308
feature_4733,0,0,0,0,2064,2004,1976,1890,0,0,0,244,4758,5726,3898,5292
feature_4734,0,0,0,0,2144,1840,2472,1546,0,0,0,0,5024,2278,4406,2466
feature_4736,410,120,270,0,0,384,0,428,0,1586,0,1698,1008,1246,990,1762
feature_4737,152,260,156,0,5860,6814,5114,5740,0,0,142,0,31100,30174,22954,17152
feature_4738,0,0,0,0,148,562,410,0,0,0,0,0,6130,4350,4940,3064
feature_4739,0,0,0,0,468,0,0,0,96,0,220,0,5054,4500,4998,3288
feature_474,1266,1624,3054,0,534,476,640,9104,936,5788,492,0,632,432,11482,3822
feature_4743,242,148,260,688,8124,1486,5870,1994,0,106,0,118,1562,1452,1678,1902
feature_4744,910,446,1080,456,4790,5516,3682,4850,1312,1934,518,1032,0,0,170,0
feature_4746,170,0,0,0,126,86,0,70,0,188,162,126,8942,2576,6826,2792
feature_4748,0,0,0,0,224,218,250,246,124,0,0,0,4728,3768,3438,2382
feature_4750,162,0,462,736,20012,5150,14374,4164,0,0,0,0,3560,2274,3284,3168
feature_4751,276,0,0,0,2218,1624,1394,1208,0,0,0,0,2238,7138,1332,4658
feature_4752,444,0,672,0,7780,3902,1818,2814,0,0,218,0,17488,14540,15814,11186
feature_4754,0,0,0,0,1278,1138,1292,816,0,0,0,0,2028,3994,1396,2856
feature_4755,290,282,266,176,10608,7224,8674,4656,292,626,0,512,30750,25030,25112,20318
feature_4756,0,0,0,0,25836,20190,18442,13826,0,0,0,0,2760,4216,2778,3964
feature_4757,0,306,0,0,6372,7504,4936,5438,0,454,170,430,1230,1464,978,1712
feature_4759,140,146,164,136,3240,3132,1988,1940,0,264,0,322,576,660,574,642
feature_4760,204,216,314,132,920,1302,1358,902,412,892,452,608,816,592,640,600
feature_4762,3696,1364,3532,1346,4288,3728,3192,2558,704,1632,418,720,2216,2390,1482,1436
feature_4764,636,404,624,300,0,520,432,326,742,1362,0,814,0,284,0,0
feature_4765,1622,0,1892,1002,4036,3960,2804,3598,2022,5050,1166,2312,514,296,398,418
feature_4768,2508,3608,2230,2372,59784,48224,42834,39934,2632,3206,1846,3012,99876,84430,86084,78284
feature_4771,0,188,0,154,3158,2308,2596,2108,0,192,0,96,4618,4886,4406,4110
feature_4777,606,506,476,260,3698,3604,2590,3334,152,314,0,0,4092,6508,3850,5534
feature_4780,0,0,0,0,6904,5886,6014,4756,0,0,0,0,940,1040,882,1004
feature_4782,388,244,338,260,2248,1834,1144,2410,168,340,120,0,2660,3170,2262,4138
feature_4783,11326,5464,9406,3054,28274,17254,28600,12284,7526,35538,4370,16228,11706,9558,8728,6082
feature_4784,0,1006,0,906,398,484,0,0,128,1082,112,1034,0,770,612,574
feature_4786,0,0,0,0,11246,8668,9500,6186,0,0,0,0,1550,0,1038,1014
feature_4787,3014,0,3028,1056,7490,4234,7304,3774,2428,11174,1322,5786,4908,2970,3184,1930
feature_4788,0,0,0,0,4868,3264,3694,2980,0,0,0,0,476,572,476,442
feature_4789,2994,0,2300,1060,2858,2806,2806,2586,2172,6588,1116,3636,2942,2058,1892,1514
feature_479,230,488,1244,2826,750,498,348,4356,86,1492,3848,10014,494,324,6420,12616
feature_4790,4478,2162,3768,1020,8746,5092,9340,4194,2416,10724,1510,4710,3370,3658,2954,1490
feature_4792,6242,4022,5170,1992,10494,7152,12740,7098,3944,16820,1914,8940,5544,5064,3834,2424
feature_4793,0,2584,0,2572,3090,1744,2492,1176,188,1792,388,1976,2188,1936,2272,1572
feature_4796,0,0,0,0,2644,2602,2882,1512,0,0,0,0,40868,44882,32416,24132
feature_4797,2654,1174,2540,650,3854,3040,4958,2204,1820,7342,1306,4268,3234,2310,2170,1666
feature_480,302,462,800,892,0,0,0,1338,0,990,566,358,0,0,2244,3082
feature_4804,102,0,0,0,8932,5736,6876,4714,222,0,0,0,34052,20828,29692,15436
feature_4805,330,294,268,216,3160,4204,3378,4484,624,848,242,432,2692,1868,2246,2252
feature_4807,318,0,0,0,6124,3860,5018,3156,0,532,338,0,4430,3290,4218,3052
feature_4808,0,0,0,144,5940,3378,3534,2368,0,0,0,0,4182,0,3406,3238
feature_4809,1678,746,4772,3302,0,0,0,0,0,492,2450,7680,0,0,0,482
feature_481,0,746,1420,4646,0,0,0,2124,924,2426,5618,7732,0,0,1892,2040
feature_4810,0,0,0,0,6208,3924,4082,3466,0,0,0,0,1388,946,782,1108
feature_4811,488,246,296,140,13610,11366,12526,10074,422,786,210,540,6790,5320,5196,4096
feature_4812,704,298,300,352,17774,17854,18878,14494,250,1058,352,496,7096,8046,6214,5722
feature_4813,516,302,310,0,9506,8244,6948,6798,270,802,296,494,3614,3596,3040,2556
feature_4814,0,562,1012,0,1684,1472,1858,934,0,1388,72,978,1154,1100,908,0
feature_4815,762,440,490,336,3626,2280,3338,1804,78,1162,192,536,1162,1354,1062,788
feature_4817,0,0,0,66,13432,12738,10064,8912,0,150,0,0,948,0,684,574
feature_4818,1568,558,1102,296,5122,3526,5996,2190,486,2594,0,1126,2122,2182,1994,1396
feature_482,0,128,0,346,676,574,826,1264,0,384,422,1062,0,610,1744,2222
feature_4820,194,116,0,0,0,0,0,1140,286,1268,130,612,0,1514,854,858
feature_4822,2348,956,1932,928,1234,1270,1426,1340,464,522,174,578,910,1250,950,1028
feature_4823,456,308,528,206,0,176,144,276,1582,402,1056,0,0,0,0,174
feature_4826,0,1278,0,1024,117286,103830,105724,87778,2614,3738,1640,2628,72668,48876,61354,41102
feature_4827,0,0,0,0,1662,1002,1850,1192,74,0,0,0,7208,4490,7312,4574
feature_4828,258,1062,74,618,90104,71492,80042,64304,2066,2744,1162,1722,45588,35636,48816,27906
feature_483,0,0,0,0,0,0,102,954,0,0,346,1032,166,94,1352,1730
feature_4830,0,0,0,0,4666,3470,3836,2818,0,0,384,0,2740,0,2926,2116
feature_4832,0,2540,0,1908,207104,174654,185082,157552,6088,7270,3120,4260,134658,93984,108744,82944
feature_4834,492,174,462,0,872,1170,620,760,228,1172,210,1122,4958,2090,4146,2532
feature_4835,996,804,836,464,0,328,52,248,0,386,104,234,1324,1012,850,1184
feature_4836,60662,28868,55146,14682,85462,52072,76858,42270,21614,114568,10666,62900,18948,18778,11736,12068
feature_4837,36624,15084,31498,8252,46222,29220,44780,24550,11738,63820,6626,33624,8576,7972,5686,5482
feature_4838,4314,2336,2762,1848,23078,21800,18320,21230,1704,1954,1270,1748,66380,55070,59320,60202
feature_4839,4472,2076,3800,1572,5640,3748,5466,2884,1676,6378,868,3622,1626,1382,1080,1048
feature_4840,4054,2012,3776,872,5112,3178,4236,2882,1306,6106,892,3526,1336,1250,1086,804
feature_4843,1302,850,1350,428,1688,980,1730,802,720,1992,352,1158,210,438,334,0
feature_4845,43678,22584,40380,10310,50356,32602,48550,27284,16698,71146,8532,42046,12626,11924,9484,8284
feature_4847,4102,3362,3066,2106,28216,27300,21892,23674,1814,2070,1686,2352,72856,60066,59064,62624
feature_4848,11948,5350,9966,3058,13986,9806,14986,9600,4162,19998,2038,9772,3972,4288,3154,2390
feature_4849,646,318,108,570,3174,2906,2440,2542,310,282,130,190,6768,6130,5486,6144
feature_4850,0,0,216,0,3802,2822,3082,2740,0,0,0,0,982,764,712,808
feature_4851,568,566,614,132,1110,672,1054,590,448,1248,0,688,0,412,444,260
feature_4852,0,166,0,0,9594,9056,8676,6920,92,748,238,386,1060,964,1020,866
feature_4854,1142,866,1292,1122,1306,1716,1796,2738,498,1898,336,4776,1814,1332,882,1252
feature_4855,21460,11596,18552,6026,25732,16888,24800,13272,8572,36398,4408,20136,5994,6712,5080,4568
feature_4856,39600,16008,35832,11246,24932,16322,24896,15092,14328,66224,8614,44264,6444,2720,5870,5386
feature_4857,1732,968,0,570,0,0,0,954,1160,2192,574,1786,0,0,0,0
feature_4860,11686,6836,9456,2734,11308,7284,10520,7592,3828,17006,2632,11040,2198,3336,2458,2118
feature_4861,24974,13602,20424,6370,25582,15104,23604,13530,8770,42726,4520,27652,6442,6060,3752,3234
feature_4863,2220,1670,1954,1090,672,754,866,968,0,842,0,720,1152,1800,838,1848
feature_4864,0,0,0,0,4104,3686,3736,3536,0,0,0,0,1056,1102,738,1364
feature_4867,582,554,476,380,1202,1540,1434,1646,0,926,0,532,2548,2432,3436,3264
feature_4869,466,678,680,0,2184,3064,2742,2668,0,878,0,618,5070,3574,3774,4370
feature_487,0,152,1098,3888,0,0,0,7656,376,2436,7628,24334,0,0,15244,31838
feature_4875,0,0,0,0,2786,2390,2432,2158,0,0,0,0,2986,3014,3092,2338
feature_4880,120,266,172,254,1664,1704,0,0,136,182,0,152,9184,12748,6692,9978
feature_4884,812,584,918,0,816,1668,952,924,730,706,500,324,856,1188,670,432
feature_4887,1402,404,3206,1544,506,376,710,856,1174,1812,2148,15452,378,576,788,1390
feature_4889,702,216,944,270,474,974,436,816,0,426,0,392,1260,2482,1142,2398
feature_4891,1822,728,1508,0,96,0,0,0,13752,2150,9420,0,406,762,224,422
feature_4892,0,196,0,186,1254,1120,1128,810,0,0,0,0,2372,2484,2328,3180
feature_4893,2664,1020,2576,744,420,238,228,0,24520,2880,17572,1688,1428,1454,1226,200
feature_4900,104,0,0,0,3908,3514,3904,3122,0,0,0,0,1062,1052,1330,0
feature_4901,0,0,0,0,12156,11300,11034,10294,0,0,0,0,1758,2238,1070,1436
feature_4905,0,0,0,0,1910,1560,2068,1486,0,0,0,0,1768,3290,1468,1846
feature_4906,1206,498,1206,382,6462,5022,5590,4478,378,770,278,450,7324,11028,7172,6284
feature_4911,1306,450,1062,472,1294,1218,1562,1080,384,684,470,400,2150,1860,1870,1434
feature_4912,0,0,0,0,5764,5940,5562,5098,0,0,0,0,900,1294,232,1104
feature_4913,1284,582,1018,454,1288,770,826,764,468,774,556,400,1492,1048,1210,1176
feature_4917,0,0,0,0,1068,866,0,600,0,252,0,298,4122,4908,2788,3866
feature_4920,810,502,852,440,866,736,854,794,336,586,0,262,1854,1288,1016,1186
feature_4922,0,0,0,0,1858,2078,2040,1324,0,0,0,0,3358,3154,2824,2900
feature_4924,0,0,0,0,2082,2006,1986,1412,0,0,0,0,3222,3178,2620,2634
feature_4927,0,0,0,0,292,228,414,266,0,0,0,0,6104,6878,4342,4236
feature_4928,156,222,0,0,4292,4092,3708,2850,158,0,0,0,9624,9612,7056,7060
feature_4930,0,0,320,442,584,424,2568,3170,0,0,78,330,1124,758,2162,3526
feature_4932,92,0,70,48,2948,1614,3072,1536,0,1296,308,734,1188,1120,0,0
feature_4933,0,0,0,0,3122,1388,2088,1656,0,0,0,0,3470,1582,4142,1762
feature_4935,320,6448,0,3486,426,644,340,244,0,3968,738,4230,600,598,646,580
feature_4936,202,4226,264,4772,534,0,394,0,302,5118,140,4120,896,994,724,606
feature_4938,0,0,0,0,1430,1012,1436,846,0,0,0,0,3242,2130,1882,1204
feature_4942,94,1058,0,882,102,168,96,0,0,970,0,1096,590,272,500,708
feature_4943,504,316,0,0,364,406,412,0,1374,506,1024,322,168,134,204,272
feature_4948,212,216,0,230,8752,9056,8790,9468,118,316,128,244,2084,1762,1936,1020
feature_4949,0,144,0,384,9546,7426,13152,13524,96,306,0,50,2468,2584,2284,2200
feature_4950,168,0,0,0,480,446,450,556,262,968,230,572,4016,3900,3030,2520
feature_4951,0,170,0,648,11324,8634,11906,12728,214,560,150,234,1966,2380,2142,1836
feature_4960,0,114,0,0,1366,1212,1080,1122,114,0,164,624,1224,0,1010,548
feature_4961,0,0,122,0,0,0,0,0,1252,0,1108,0,1634,1876,1522,1380
feature_4964,86,184,138,0,3654,3100,2026,1800,0,220,94,90,1210,1126,960,1062
feature_4968,0,986,246,0,2060,4046,2062,966,208,0,0,0,1470,0,3464,0
feature_4969,42276,24944,31364,20922,35184,15254,23894,13164,2734,23676,3522,22724,0,342,268,0
feature_4971,18330,10354,14950,10148,17450,7554,12748,7456,1966,9774,0,9672,0,0,0,0
feature_4972,0,0,0,144,13690,15730,9814,11770,0,340,0,0,7516,5282,5142,4730
feature_4975,0,0,0,0,4486,4610,3094,4114,0,0,0,0,2436,1736,2542,2258
feature_4976,1226,286,656,320,0,758,504,574,254,1902,240,1526,2930,2294,2846,1512
feature_4977,152,240,284,0,4402,1804,4824,1856,108,0,0,280,1080,678,782,224
feature_4979,2848,1662,2012,1650,2282,1492,2050,720,370,1422,330,1526,346,722,452,140
feature_4980,21216,7804,19664,4672,2642,2376,2082,2166,20362,56976,10108,24944,740,1356,0,688
feature_4981,10810,4414,8860,0,1542,1402,1014,1206,12330,30610,5658,12928,416,508,274,606
feature_4982,212,0,0,0,2732,1116,2410,966,150,458,56,176,936,606,0,0
feature_4986,402,288,346,0,11580,9012,12924,7932,420,634,0,570,6764,8800,4238,5126
feature_4987,358,0,314,0,4462,3546,4966,3122,0,462,136,374,2678,4924,2598,2828
feature_4988,244,168,350,0,5390,4368,5258,3132,106,364,0,0,2398,3754,1792,2228
feature_4991,1326,720,1628,326,1420,4652,1326,1106,1598,4236,980,1896,2780,3572,0,1952
feature_4992,1428,1308,1470,594,14206,10922,12506,8504,4540,10048,2590,1220,6070,8132,4888,3792
feature_4993,1560,0,0,0,9168,5750,8364,4606,0,844,656,0,7562,10854,6140,9158
feature_4995,0,0,0,0,28310,14672,24290,14942,0,0,0,0,26108,35488,25060,30176
feature_4996,242,132,168,92,2978,3576,0,2084,276,70,186,260,1278,1694,1478,1530
feature_4997,372,0,430,114,1932,1564,1590,1296,178,962,0,582,3332,3348,2538,2640
feature_4999,524,496,1110,562,3764,2780,1344,2638,1298,1784,670,1510,1692,2352,1224,1194
feature_5000,1834,776,1622,466,1814,4642,5636,3900,1596,4720,1102,1082,2088,3546,1682,2122
feature_5001,524,0,350,0,3816,1694,2096,1374,580,2482,300,524,840,2248,782,748
feature_5002,1682,108,794,326,7988,2976,4140,3156,540,6116,334,1288,1930,3520,1122,1086
feature_5003,8106,1690,7458,1442,29478,20826,30516,16574,8662,22254,1074,9474,14066,17032,9924,8956
feature_5004,4502,1852,1482,1960,13238,11130,15418,8968,790,11046,2718,6372,7396,9898,4886,4720
feature_5006,0,0,0,0,990,1148,1052,962,0,1248,0,482,7658,7044,6120,4352
feature_5008,0,0,0,0,6062,7034,5188,5298,0,0,0,0,990,1540,834,1628
feature_5013,1014,928,852,714,914,1164,720,1704,336,3826,224,4438,1104,518,930,634
feature_5015,8686,3080,7174,1892,100302,72324,99866,54040,5052,14956,2556,6716,39274,57786,30922,30478
feature_5016,3738,1486,3756,1014,42082,32354,40496,25296,3412,5680,2406,2798,15264,26274,14804,12156
feature_5017,562,0,528,0,5826,4442,5950,3328,280,1046,234,390,2360,3518,1958,1726
feature_5019,990,17232,678,15444,1768,1610,964,1170,932,10114,998,9492,1420,1192,1304,1522
feature_502,598,342,706,1920,0,0,0,0,0,72,0,584,0,0,0,0
feature_5024,0,0,0,0,450,446,658,260,252,0,182,130,3342,3142,2830,1936
feature_5025,506,364,366,136,8262,8326,7356,8118,548,514,396,424,0,0,264,0
feature_5027,830,360,426,414,4916,4776,3264,4078,0,0,272,264,2960,2484,2712,2676
feature_5028,362,0,172,0,1038,710,688,716,162,808,0,574,2352,1304,1796,1154
